video_id,mp3_link,title
lithuania_11_13012025,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=D01DBBD2-7315-4C55-A48D-42B84D8E80C9,
lithuania_12_19122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=4A649523-18FA-4FCF-BA7A-3100793E7F09,
lithuania_13_19122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6531DBBF-B2A9-47A7-AFAA-A6C8DD9FBF8A,
lithuania_14_17122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=25253606-1264-49C6-95A0-9D581555E193,
lithuania_15_17122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=7F2943CF-5A15-499C-A984-AD7D9FB88932,
lithuania_16_12122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=7438BB87-58E3-45CE-AA88-12F4EC21EF57,
lithuania_17_12122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=31B38D51-65D0-4A79-9CD8-9657E05A43EC,
lithuania_18_10122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=9C0D812E-395B-49E4-8378-9A0D6EAEFCD8,
lithuania_19_10122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=FAF46BEC-D68D-4266-BD8B-B9286F11299D,
lithuania_0_05122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6034C3AD-12EE-4242-B782-613897502A85,
lithuania_1_05122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=1AF425E0-1A6E-4596-AD71-67DD078A167F,
lithuania_2_03122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=5539AEF8-D2DE-45AE-880B-98813CC81C82,
lithuania_3_03122024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=3914F05F-8F03-42E7-BB25-A82B5C992829,
lithuania_4_21112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=D25D2386-F73B-4A63-ACBE-A44DCC089A7A,
lithuania_5_21112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=281434A2-C1F5-4A33-9B19-B8886B879958,
lithuania_6_19112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=19CD2F6E-E99A-4A18-98A1-E3D48F31906D,
lithuania_7_14112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=E46B6D74-DE6A-4D5F-B94C-2309743B23BF,
lithuania_8_14112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C04A4C05-3F23-4E5F-A9B8-CBA3C594B9D1,
lithuania_9_12112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=D7F417D6-1A5C-413B-AA23-69C9D608FB8B,
lithuania_10_12112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=8713D9A9-8034-4152-905D-EA5DD4A5752A,
lithuania_11_07112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=74DBD5FB-8E5C-4B52-BC88-619481C39EB5,
lithuania_12_07112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=55ECD1EE-99F3-429B-943D-174611905BEC,
lithuania_13_05112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=182D8048-7D34-4FBB-8A31-ADF16D892D6A,
lithuania_14_05112024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=F27119B8-C92D-4F04-BA5F-195645A2686C,
lithuania_15_17102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6722F2E5-7C25-4F86-B39D-C627FF986F5E,
lithuania_16_17102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=40465BFF-3899-401E-ABC1-431B8FCF0382,
lithuania_17_15102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=B7E7B727-C7DD-4C8E-8661-CBB3A9124E63,
lithuania_18_15102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=D07AFA98-FD1B-42C5-B03E-11CD79412E9E,
lithuania_19_03102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=ECA9D1BE-E018-4D8C-A16A-5916F9D5946A,
lithuania_0_03102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=D0708A11-6CDA-41C2-94A1-5B107936CB62,
lithuania_1_01102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=E9AD1622-258F-4AC1-8732-09471DA2AC09,
lithuania_2_01102024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6CEE270F-415D-49A3-A614-33EAB8EE9F06,
lithuania_3_26092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=74AFE2AD-899D-437A-8D88-ECDB9266C143,
lithuania_4_26092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=083D51D9-23D6-4A64-AB4B-97013591A2DC,
lithuania_5_24092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=32BD327D-EE8C-4FAB-9B35-AAC7FF54E48D,
lithuania_6_24092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=8E346BAD-3E1B-474C-BAB4-1DEBD1033F56,
lithuania_7_19092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6739D7CF-34B5-40CB-B226-6721E8C56199,
lithuania_8_17092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=0B5F085A-EC99-4071-8643-DCBD627793E4,
lithuania_9_17092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=3239E8CE-FB05-4C73-BC53-5A013066D915,
lithuania_10_12092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=4EE46AA6-6D21-4B98-B7AE-D73D3CCD8863,
lithuania_11_12092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=8FFEF8A8-FBD6-4655-939F-665A286D2BEB,
lithuania_12_10092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=BAEA0321-C040-474C-9FCF-72567B915D2D,
lithuania_13_10092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=EACAB539-916A-4D8C-AC0A-1A9A89AC2A32,
lithuania_14_03092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=EB40D712-3D44-4428-B422-A669DCEDDBD5,
lithuania_15_03092024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=166A3F6B-CD2F-4230-8D55-5159EB1F9F67,
lithuania_16_13082024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C042DF7F-3859-4518-90A9-ABEDE25789B6,
lithuania_17_18072024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=AAF40482-26C4-466A-BFF7-0FA940DF0D21,
lithuania_18_16072024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=E02A8296-B154-4EA5-A402-8EFC217AE070,
lithuania_19_16072024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=54108F42-0EA0-4EDC-A501-CC669558C426,
lithuania_0_12072024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=7A9ED918-FDBB-49F2-BA82-0B634118CA08,
lithuania_1_11072024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=F2E9F5F0-B41A-499B-B68A-413C5ABEBD1B,
lithuania_2_11072024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=F97E5419-E3E6-43A6-80E5-04715C8E4C45,
lithuania_3_27062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=5FBBC794-8088-4BF5-84CA-F22AA6EDDDAC,
lithuania_4_27062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=B87BD2AD-C6EE-497B-9D04-5E4C92CAE475,
lithuania_5_25062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=38EAAC2F-9CA4-4337-B8F8-F25238FDB1CC,
lithuania_6_25062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=FBFE084A-470C-437A-BF2A-41C0D5697304,
lithuania_7_20062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=613CF308-E83B-4F53-A7BB-6A86AD531E91,
lithuania_8_20062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C828808A-7937-4700-B6F2-81A51EA64064,
lithuania_9_18062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=028B1E52-DA20-4560-A69F-EFE22F86FFA9,
lithuania_10_18062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=4ADC3683-9125-484A-B9EF-187789992A4A,
lithuania_11_13062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C426E888-9070-4DE5-87F7-2A811694BBCD,
lithuania_12_13062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=94D8C6E0-6367-4E45-A1FE-1935C80A0DA8,
lithuania_13_11062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=33EAFB43-4E56-4ECC-98AA-0F5A7E59B331,
lithuania_14_11062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=2738DCD1-31BF-4E5C-8006-1830E6DEED23,
lithuania_15_06062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6917624F-F15D-4370-A763-BC23C89B54CA,
lithuania_16_06062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=3CAB9C4F-97DB-4A68-936D-187673FB55F7,
lithuania_17_04062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=B05A85FF-033E-4C8E-BDE8-2F56E60F63CF,
lithuania_18_04062024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=AB27BDB7-3BA1-41B4-B519-F790FDE38105,
lithuania_19_30052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6F49CAC4-21E6-4F14-9750-3CACF72CB570,
lithuania_0_30052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=70511857-5E3E-499A-AF2F-8AA9257E7720,
lithuania_1_21052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=F31866A1-DF75-4300-868A-36F238B92BE7,
lithuania_2_21052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=07E98A16-7970-4FE6-A43A-84DDEE732EEB,
lithuania_3_16052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=AF50F5BF-71FD-4CBE-A2ED-0EA80C8879FD,
lithuania_4_16052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=F0C4C6E1-A11D-4D38-ABCC-997949E16720,
lithuania_5_14052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C586C463-E205-4CDC-BE33-18AE84F24EEB,
lithuania_6_14052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=68BA4D59-7BE6-4567-B1CD-76F19D8531C3,
lithuania_7_09052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=E23CE565-C930-4E3C-9B44-7B7A45E2F499,
lithuania_8_09052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=2D768BFD-C859-40D6-A195-1E807A7C8E46,
lithuania_9_09052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6442F6C3-F18C-4816-96EC-4C31DFF39C8A,
lithuania_10_07052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C79CA64B-2DB7-4F12-A199-20050BFEB43C,
lithuania_11_07052024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=32ABAE7D-E3BE-46E2-8C78-EDB91AED203B,
lithuania_12_25042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=36E12745-639A-409D-A0E9-6BB9F5F8D179,
lithuania_13_25042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=9644E78A-16A7-47C6-8569-2F1524BD9DE0,
lithuania_14_23042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=ACC02905-905A-4D22-A713-41EC80BADCD7,
lithuania_15_23042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C0714169-5AD4-4B06-B00C-DD8D8C48FD8A,
lithuania_16_18042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=68330579-E75B-479F-BD77-BAFA6C1D51E3,
lithuania_17_16042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=51777C85-FBBF-4130-8979-29CE6DFAB204,
lithuania_18_16042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=E4172A88-67ED-4E68-B51A-58CA5158CBDF,
lithuania_19_11042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=999B0592-C927-4EAC-BC20-DEEE2EFB16EB,
lithuania_0_11042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=D322B936-D9C0-47BA-8C9F-F79BE8487814,
lithuania_1_09042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=4B516467-4C15-4BB6-B528-97DC5E0263FC,
lithuania_2_09042024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=586ECC73-EA91-4148-B13F-05D227011659,
lithuania_3_28032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C5F02384-C500-4209-9D81-1E0C0F1BAEEF,
lithuania_4_28032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=8B8DC923-4DFA-4F60-A922-2E861BDF4307,
lithuania_5_26032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=E98282AB-F54E-4F45-882D-B4C717012488,
lithuania_6_26032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=FF6C0B7E-36EE-4A91-AC4A-7E05257D059D,
lithuania_7_21032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=8022D44F-FD82-4D76-9866-C019A5FB709E,
lithuania_8_21032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=374BF60E-278D-47F9-B2ED-C73045453E18,
lithuania_9_19032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=84BE50CB-88A5-4B60-B853-39F9580E29E4,
lithuania_10_19032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=B078CA7F-BE83-4B29-9E07-B2C4FA164461,
lithuania_11_14032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6CF1E950-E821-4BBF-84E0-7F45DAA36863,
lithuania_12_14032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=A7DC0FB4-A69F-427C-980E-5DB6DCB6569D,
lithuania_13_12032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=749E3FE4-CD8F-47C2-96E0-8DF35A262D74,
lithuania_14_12032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=FE66FAFE-1E7E-40A3-8E93-A7EC79938CDC,
lithuania_15_10032024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=DC672A9F-E9D4-4ED7-BA6E-B5793587D540,
lithuania_16_15022024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=A5EFD861-F2A3-4F03-92C2-76AFD4D93E66,
lithuania_17_14022024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=85B4DEE6-C53F-4FFF-8149-E25136A30946,
lithuania_18_12022024,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=0FEEA49B-D6BD-4801-B6F3-0C7BE94C3CB6,
lithuania_19_23122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=466F89EA-80AB-491A-B94F-15906FB67861,
lithuania_0_21122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=990EFFA9-5640-4FE5-BD06-F37B85F1E1AC,
lithuania_1_21122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=147040F8-3200-4A32-80DD-A1ED4DD330CB,
lithuania_2_19122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=D8277ABD-8E99-401D-9956-5419FE15F715,
lithuania_3_19122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=9C2A8D2A-8C6F-4597-A4CE-383FFE398001,
lithuania_4_18122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=5209AC7C-8A20-45FA-BA07-E365E29BA4B8,
lithuania_5_14122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=622F545A-AC71-46FA-8CFD-1108A4E354C0,
lithuania_6_14122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=7B8FE925-41D1-4552-9A0C-1FDEC9B0826D,
lithuania_7_12122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=53DA97EB-6850-4258-A5E0-C700745547C1,
lithuania_8_12122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=AE78BEBC-D1D9-49A2-8620-CF775DD564EF,
lithuania_9_07122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=B94B9A5B-65BD-420D-86B4-B1294F4501C5,
lithuania_10_07122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=CA5F20CA-F194-4375-B10C-95BFE27C9A34,
lithuania_11_05122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=A9DF519C-54AC-4F8C-BE17-F3045A2D8EC8,
lithuania_12_05122023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=8FC84EAD-BD13-4035-8899-8607EF652908,
lithuania_13_23112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C4E338B7-7F30-4166-B3BA-425785BDDC7F,
lithuania_14_23112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=67D37F08-426F-425A-878A-A6686A2B7B55,
lithuania_15_21112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=C1C63C22-CCBB-4B11-ABF0-258441AB028E,
lithuania_16_21112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=03073DE6-9A0E-4BFC-A444-A2DF4D121AD6,
lithuania_17_16112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=7444651B-6685-4617-8C0F-732AE5B774E9,
lithuania_18_16112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=8BA5A000-BE06-43B2-B0AD-85F8DE1D45CF,
lithuania_19_14112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=45C0623B-F397-4351-94A2-638B16B37415,
lithuania_0_14112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=2853821F-7EFC-4CE5-B048-8888576FACB4,
lithuania_1_09112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=71EC2031-B38D-46BD-8292-2D43B81F9746,
lithuania_2_09112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=66B3C9EB-FA08-42AD-83C9-34F96C6B36D7,
lithuania_3_07112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=F8A574BE-A68A-4CE2-8DAF-B05159055F53,
lithuania_4_07112023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=7F10EBC2-AA29-453A-A5C1-8EB53B7815FD,
lithuania_5_31102023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=743B77BB-68C3-46B5-93C4-A7CAFAC16554,
lithuania_6_31102023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=6A7E01F2-C840-4780-94C0-84AAC74FAD88,
lithuania_7_26102023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=F8DD2378-7E5A-44FA-AB2C-8DB9F6F95887,
lithuania_8_26102023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=75F1C082-71A5-46F6-95B9-7B4255EDC112,
lithuania_9_10102023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=221D0ACC-1571-4D9B-A23B-11BC1B54D4CA,
lithuania_10_10102023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=CE5F9162-AD7C-4B5A-AFAF-0089ECD4201A,
lithuania_11_28092023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=7FDA40DF-4EC0-47DD-9B7C-7E04D10EBB03,
lithuania_12_28092023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=A23DCA33-6A3A-40FB-AA06-F96213FB5063,
lithuania_13_26092023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=9E1A8D99-415C-4163-8151-7EEBC2F4D654,
lithuania_14_26092023,https://renginiai.lrs.lt/renginiai/LT/_layouts/Act/ESeimasMedia/GetObject.ashx?id=2B52AED0-EECA-41FE-AD79-F9480AAC9060,
