transcript_id,pdf_link,location_link,location,txt_link
uk_0_05032012,,https://hansard.parliament.uk/html/commons/2012-03-05/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/b8dd2035-c60d-46a3-8320-a645076ae131
uk_0_06032012,,https://hansard.parliament.uk/html/commons/2012-03-06/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/dcff8014-4518-4b45-98be-0d8067721458
uk_1_06032012,,https://hansard.parliament.uk/html/commons/2012-03-06/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/360b7343-9a96-49e2-b225-4686f0cdf678
uk_0_07032012,,https://hansard.parliament.uk/html/commons/2012-03-07/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/2381fdb6-8121-4203-849c-6af968e95652
uk_1_07032012,,https://hansard.parliament.uk/html/commons/2012-03-07/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/10eb35ed-4c68-48f9-aa0a-717c5bd689d8
uk_0_08032012,,https://hansard.parliament.uk/html/commons/2012-03-08/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/15169da6-66ec-4ce8-870d-8eb674217d27
uk_1_08032012,,https://hansard.parliament.uk/html/commons/2012-03-08/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c88134c9-26cb-4469-a806-094a11a4e149
uk_0_12032012,,https://hansard.parliament.uk/html/commons/2012-03-12/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/de3f51af-dc6c-4fef-9251-e99379c76edf
uk_0_13032012,,https://hansard.parliament.uk/html/commons/2012-03-13/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/49e3d454-7679-45ea-84cc-b3831d64f189
uk_1_13032012,,https://hansard.parliament.uk/html/commons/2012-03-13/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/15dd70d8-46d7-40eb-bd89-9edf6a7efe1f
uk_0_14032012,,https://hansard.parliament.uk/html/commons/2012-03-14/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/15677ff1-6591-4dc4-a2db-c45706500b5f
uk_1_14032012,,https://hansard.parliament.uk/html/commons/2012-03-14/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/88b72795-6d26-4c1a-9b47-5206f7ab3b32
uk_0_15032012,,https://hansard.parliament.uk/html/commons/2012-03-15/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/b972dab3-bd2a-4b61-9bf0-59ecae601a9e
uk_1_15032012,,https://hansard.parliament.uk/html/commons/2012-03-15/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a24a9b55-9a1c-438e-9978-c27a577274d8
uk_0_19032012,,https://hansard.parliament.uk/html/commons/2012-03-19/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/91b36635-c0d6-4844-8633-e8e99d88aebb
uk_0_20032012,,https://hansard.parliament.uk/html/commons/2012-03-20/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/eb76cd7e-c948-4b0e-abfa-9cd287ae719e
uk_0_21032012,,https://hansard.parliament.uk/html/commons/2012-03-21/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/fbc2265c-7c4d-4cdf-b23e-3f52141a74ba
uk_1_21032012,,https://hansard.parliament.uk/html/commons/2012-03-21/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/f8bd00b9-4bd0-4258-a02a-e5e7e9468705
uk_0_22032012,,https://hansard.parliament.uk/html/commons/2012-03-22/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/8ebfecdb-5f9e-45d6-8aac-8b7720102e9c
uk_1_22032012,,https://hansard.parliament.uk/html/commons/2012-03-22/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/4edb9aae-7043-4496-8640-31ca19b6d316
uk_0_23032012,,https://hansard.parliament.uk/html/commons/2012-03-23/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/983f2f9a-762d-4b58-9902-22cf984b5d5c
uk_0_26032012,,https://hansard.parliament.uk/html/commons/2012-03-26/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/591ee3f1-3f7c-43d0-8f4b-c8e4e2cf1cc4
uk_0_27032012,,https://hansard.parliament.uk/html/commons/2012-03-27/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/ba2d5453-d5f1-4a32-9080-17c6a7a2a47a
uk_1_27032012,,https://hansard.parliament.uk/html/commons/2012-03-27/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/09dd12b5-8349-4669-a000-a0ba293b7c6c
uk_0_16042012,,https://hansard.parliament.uk/html/commons/2012-04-16/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/1d5b8af2-d498-4535-b3d6-46b45b253e92
uk_0_17042012,,https://hansard.parliament.uk/html/commons/2012-04-17/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/8624dd39-ea90-4e01-a301-d0988be8389d
uk_1_17042012,,https://hansard.parliament.uk/html/commons/2012-04-17/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/b5f13532-0858-47f2-8d38-ff41c7de1606
uk_0_18042012,,https://hansard.parliament.uk/html/commons/2012-04-18/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/2d15ef6b-aa06-4794-99f5-3fd548b0ee0f
uk_1_18042012,,https://hansard.parliament.uk/html/commons/2012-04-18/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/e9426422-8cec-4ed8-a64e-bda54ad29271
uk_0_19042012,,https://hansard.parliament.uk/html/commons/2012-04-19/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/0622eafb-5a25-4933-b354-fd8595448756
uk_1_19042012,,https://hansard.parliament.uk/html/commons/2012-04-19/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a7f303cd-cd80-47ba-a586-c7181cbc632b
uk_0_23042012,,https://hansard.parliament.uk/html/commons/2012-04-23/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/15cf1679-edd7-4edd-b825-3f738c548e0a
uk_0_24042012,,https://hansard.parliament.uk/html/commons/2012-04-24/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/7c1e8e67-caa6-45c6-ae51-617617b7a690
uk_1_24042012,,https://hansard.parliament.uk/html/commons/2012-04-24/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/6b07f288-d489-493c-8714-d33059caca81
uk_0_25042012,,https://hansard.parliament.uk/html/commons/2012-04-25/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/e7601716-9275-440d-93bd-d2ca7642f676
uk_1_25042012,,https://hansard.parliament.uk/html/commons/2012-04-25/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c68a3102-36d7-4384-babf-2b0940935a9f
uk_0_26042012,,https://hansard.parliament.uk/html/commons/2012-04-26/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/27251354-11d6-4cb2-b49c-68ebd3022c3d
uk_1_26042012,,https://hansard.parliament.uk/html/commons/2012-04-26/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/14b40d19-a8dc-4e3a-948f-51df7fc7842a
uk_0_30042012,,https://hansard.parliament.uk/html/commons/2012-04-30/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/4e769989-e2e2-458f-9bac-cf17be72c86a
uk_0_01052012,,https://hansard.parliament.uk/html/commons/2012-05-01/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a4931e7d-532c-4976-b6ed-c722bd252988
uk_0_09052012,,https://hansard.parliament.uk/html/commons/2012-05-09/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c89e684a-04c2-4bad-bb79-87713538583e
uk_0_10052012,,https://hansard.parliament.uk/html/commons/2012-05-10/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/7eedc479-fffc-4981-a704-f19f0174ef94
uk_0_14052012,,https://hansard.parliament.uk/html/commons/2012-05-14/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/490a0f1d-9649-468a-9028-60ac39049098
uk_0_15052012,,https://hansard.parliament.uk/html/commons/2012-05-15/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/b65ef6b3-1818-4f9e-b4c0-82202ced55f0
uk_0_16052012,,https://hansard.parliament.uk/html/commons/2012-05-16/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/ca9b1666-f39e-49e8-b9cd-402be1efa2ed
uk_0_17052012,,https://hansard.parliament.uk/html/commons/2012-05-17/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/0ff68d6e-f92e-49ab-9699-4a670e49b951
uk_0_21052012,,https://hansard.parliament.uk/html/commons/2012-05-21/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/42e4c318-55e7-4908-af04-f04e48720d18
uk_0_22052012,,https://hansard.parliament.uk/html/commons/2012-05-22/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/093959e2-acd5-4e91-b44e-aaa9b2997dc5
uk_1_22052012,,https://hansard.parliament.uk/html/commons/2012-05-22/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/64736bd9-285c-48ec-8555-7cb559d5b2a9
uk_0_23052012,,https://hansard.parliament.uk/html/commons/2012-05-23/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/87be13e5-6bdf-4fd7-a456-1924610450c8
uk_1_23052012,,https://hansard.parliament.uk/html/commons/2012-05-23/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/4e862ea4-354c-4e2a-a368-5ee62b7fd33a
uk_0_24052012,,https://hansard.parliament.uk/html/commons/2012-05-24/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/39d5a11e-1445-462e-9ede-2c12e4c10394
uk_1_24052012,,https://hansard.parliament.uk/html/commons/2012-05-24/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/9183b422-eb88-4784-ac79-6052e11c3cf4
uk_0_11062012,,https://hansard.parliament.uk/html/commons/2012-06-11/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/e8b3803b-652b-4314-9e2b-3659fd2417c9
uk_0_12062012,,https://hansard.parliament.uk/html/commons/2012-06-12/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/845960d5-e7bc-4af4-bbaf-5e49058d6ffa
uk_1_12062012,,https://hansard.parliament.uk/html/commons/2012-06-12/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/b6ab68fe-bd78-4984-930d-d8de506298c2
uk_0_13062012,,https://hansard.parliament.uk/html/commons/2012-06-13/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/584704db-00ec-44b9-87fa-5f5f073deb03
uk_1_13062012,,https://hansard.parliament.uk/html/commons/2012-06-13/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/2c63476a-e9c8-4181-afe9-2cbf9119be39
uk_0_14062012,,https://hansard.parliament.uk/html/commons/2012-06-14/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/9c33abba-ced1-4d73-a1f2-effd303b9225
uk_1_14062012,,https://hansard.parliament.uk/html/commons/2012-06-14/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/b081532f-5f6b-4b0b-bcf9-8c21382af60a
uk_0_18062012,,https://hansard.parliament.uk/html/commons/2012-06-18/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/4d9e9f9f-4fa0-44e2-aea9-24d5e07630c2
uk_0_19062012,,https://hansard.parliament.uk/html/commons/2012-06-19/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a118e5dc-ce39-478c-b698-b01a61a4ecae
uk_1_19062012,,https://hansard.parliament.uk/html/commons/2012-06-19/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/0c32e228-d4b7-4eb4-80f4-3eee95e0b800
uk_0_20062012,,https://hansard.parliament.uk/html/commons/2012-06-20/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/4e0bbe71-2a41-4869-b096-09c9d9ae8fbb
uk_1_20062012,,https://hansard.parliament.uk/html/commons/2012-06-20/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/834c05c7-ea00-4c56-838a-cb1d1e113f45
uk_0_21062012,,https://hansard.parliament.uk/html/commons/2012-06-21/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/af16a03f-6ba9-40bd-b39c-092ccdca649f
uk_0_25062012,,https://hansard.parliament.uk/html/commons/2012-06-25/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c14dc452-ba5d-4667-8d53-9bee2ba32a8b
uk_0_26062012,,https://hansard.parliament.uk/html/commons/2012-06-26/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/eefaa22a-47f0-4484-bc66-2c1aefa77a9b
uk_1_26062012,,https://hansard.parliament.uk/html/commons/2012-06-26/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a0e988a4-af8f-4540-b354-f712f4128538
uk_0_27062012,,https://hansard.parliament.uk/html/commons/2012-06-27/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/99e53f6e-fac4-49db-8f00-f5889c475aee
uk_1_27062012,,https://hansard.parliament.uk/html/commons/2012-06-27/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/4a70ee76-3bd4-48f1-9b3c-b67724fc83fd
uk_0_28062012,,https://hansard.parliament.uk/html/commons/2012-06-28/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a6b6b500-c00a-4458-a9cc-848be277b82d
uk_1_28062012,,https://hansard.parliament.uk/html/commons/2012-06-28/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/5fd0754e-6236-4be5-9cbd-e7ea87a5e5be
uk_0_02072012,,https://hansard.parliament.uk/html/commons/2012-07-02/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c625b178-0d79-40b2-be9d-df6dcb8ea471
uk_0_03072012,,https://hansard.parliament.uk/html/commons/2012-07-03/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/84a86fd7-2252-4a8e-9d85-c94fd43fb0a9
uk_1_03072012,,https://hansard.parliament.uk/html/commons/2012-07-03/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/dd6eda22-8032-4886-b0df-46f5b447aadb
uk_0_04072012,,https://hansard.parliament.uk/html/commons/2012-07-04/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/56d82fed-7f21-421e-87a1-41bd722a5aab
uk_1_04072012,,https://hansard.parliament.uk/html/commons/2012-07-04/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a4216667-4953-433c-9e97-be7fe0c293b9
uk_0_05072012,,https://hansard.parliament.uk/html/commons/2012-07-05/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/ad3b51e2-2af7-458b-a704-42d3cad1f8d2
uk_1_05072012,,https://hansard.parliament.uk/html/commons/2012-07-05/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a8937ab2-118a-4224-b426-b3c5fdce0449
uk_0_06072012,,https://hansard.parliament.uk/html/commons/2012-07-06/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/326f11fd-17a9-4fd6-9089-59d01fdaecc3
uk_0_09072012,,https://hansard.parliament.uk/html/commons/2012-07-09/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/97ccfe07-8af1-416d-9d51-dcb1a1fee1e4
uk_0_10072012,,https://hansard.parliament.uk/html/commons/2012-07-10/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c47b9c07-c0da-4fbb-b8a2-f294e27ffc8b
uk_1_10072012,,https://hansard.parliament.uk/html/commons/2012-07-10/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/2d30753c-6e47-4d45-b2ce-f76d7287ec85
uk_0_11072012,,https://hansard.parliament.uk/html/commons/2012-07-11/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/1654ac24-8546-40cc-94ab-3911255a27fa
uk_1_11072012,,https://hansard.parliament.uk/html/commons/2012-07-11/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c76e2cf3-bd39-45f7-b125-f54fd0997b37
