transcript_id,pdf_link,location_link,location,txt_link
uk_1_08012008,,https://hansard.parliament.uk/html/commons/2008-01-08/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/206520cd-7426-4f80-ab73-4979e3358708
uk_0_09012008,,https://hansard.parliament.uk/html/commons/2008-01-09/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/9bbd73c7-178a-4bc7-a841-484ed1a14801
uk_1_09012008,,https://hansard.parliament.uk/html/commons/2008-01-09/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/46a7b84a-b7eb-4b9d-ae77-24c256416c14
uk_0_10012008,,https://hansard.parliament.uk/html/commons/2008-01-10/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/cb7b6ee6-a68e-4917-9b22-c37fe23e5c16
uk_1_10012008,,https://hansard.parliament.uk/html/commons/2008-01-10/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/0357e060-bb40-47bf-bd1f-123449a92b07
uk_0_14012008,,https://hansard.parliament.uk/html/commons/2008-01-14/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/aa0a9189-674f-41ac-b22b-4b3679cb6ee7
uk_0_15012008,,https://hansard.parliament.uk/html/commons/2008-01-15/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/31ebf85b-ecf4-4a34-825b-caa048b91741
uk_1_15012008,,https://hansard.parliament.uk/html/commons/2008-01-15/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a68e0876-5810-49ac-911d-d51ac6aa19aa
uk_0_16012008,,https://hansard.parliament.uk/html/commons/2008-01-16/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/df383661-832d-4eee-8827-31241fd9f160
uk_1_16012008,,https://hansard.parliament.uk/html/commons/2008-01-16/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/913eb5d1-5633-473e-95c9-86fe6ccf1ff2
uk_0_17012008,,https://hansard.parliament.uk/html/commons/2008-01-17/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c8a1c6b1-6e68-4a2e-a324-88b7ab9be0d6
uk_1_17012008,,https://hansard.parliament.uk/html/commons/2008-01-17/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/eef35ec6-021c-4adf-a148-6cfcb02be0dd
uk_0_21012008,,https://hansard.parliament.uk/html/commons/2008-01-21/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/958e9f61-57f5-4b60-86c8-1efe9c2b72a0
uk_0_22012008,,https://hansard.parliament.uk/html/commons/2008-01-22/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/207170dd-1ff4-4731-aa6b-07e1525c6e4d
uk_1_22012008,,https://hansard.parliament.uk/html/commons/2008-01-22/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/2215ea0d-849c-4342-9579-ab80874397ce
uk_0_23012008,,https://hansard.parliament.uk/html/commons/2008-01-23/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/9287d547-3915-41ad-b3b1-0d5b31f442d0
uk_1_23012008,,https://hansard.parliament.uk/html/commons/2008-01-23/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/042d6e66-1f65-447f-acc1-e04750c77036
uk_0_24012008,,https://hansard.parliament.uk/html/commons/2008-01-24/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/e7c9fc89-d2fe-4a39-9f77-8a6a55a2c811
uk_1_24012008,,https://hansard.parliament.uk/html/commons/2008-01-24/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/45716ecc-b890-41d5-ada1-533a3e3a5dc1
uk_0_25012008,,https://hansard.parliament.uk/html/commons/2008-01-25/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a660050d-0ada-40f2-92b1-099c744298d1
uk_0_28012008,,https://hansard.parliament.uk/html/commons/2008-01-28/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/f08e4e11-b07b-47fb-bb64-bcd40f185180
uk_0_29012008,,https://hansard.parliament.uk/html/commons/2008-01-29/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/737bffb7-f017-4c43-9384-0c18d5104714
uk_1_29012008,,https://hansard.parliament.uk/html/commons/2008-01-29/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/f4628b7d-1dbb-4c85-949b-dfb91d544602
uk_0_30012008,,https://hansard.parliament.uk/html/commons/2008-01-30/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/62daa02b-e2b8-4191-b209-ef27329419ab
uk_1_30012008,,https://hansard.parliament.uk/html/commons/2008-01-30/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/b84554e1-fe6f-4078-a138-d1007a65fb8b
uk_0_31012008,,https://hansard.parliament.uk/html/commons/2008-01-31/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/8a795bb5-e4bd-4539-85e5-ff739be3c0d5
uk_1_31012008,,https://hansard.parliament.uk/html/commons/2008-01-31/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c728b52a-e4ce-43ad-9121-2a083c3675ea
uk_0_01022008,,https://hansard.parliament.uk/html/commons/2008-02-01/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/9319ac3c-37f8-4331-a8f9-dd59da54a648
uk_0_04022008,,https://hansard.parliament.uk/html/commons/2008-02-04/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/973db06c-811a-4a13-9351-5b87fdc8525f
uk_0_05022008,,https://hansard.parliament.uk/html/commons/2008-02-05/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/fb682ef8-25a1-4608-8d51-ff4c3b34c343
uk_1_05022008,,https://hansard.parliament.uk/html/commons/2008-02-05/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/fe5b3c47-f0c5-4438-8ce3-ad12265f068c
uk_0_06022008,,https://hansard.parliament.uk/html/commons/2008-02-06/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/853d5a25-6775-459c-a419-5651a3c25f8e
uk_1_06022008,,https://hansard.parliament.uk/html/commons/2008-02-06/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c443deac-1d47-4a4f-a338-0537220885c4
uk_0_07022008,,https://hansard.parliament.uk/html/commons/2008-02-07/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/b34f0fb1-ac1b-4747-89e7-e1c6fb9a5abc
uk_1_07022008,,https://hansard.parliament.uk/html/commons/2008-02-07/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/021bc379-2393-4658-aa6a-6f52491e1a2a
uk_0_18022008,,https://hansard.parliament.uk/html/commons/2008-02-18/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/5fea4ae7-6ff2-4e6a-9334-a272f16ad8aa
uk_0_19022008,,https://hansard.parliament.uk/html/commons/2008-02-19/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/191cd3b7-5414-4287-849b-7281250c414b
uk_1_19022008,,https://hansard.parliament.uk/html/commons/2008-02-19/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/34e3e84e-ec07-4ca5-9fc7-6c37aef2fa56
uk_0_20022008,,https://hansard.parliament.uk/html/commons/2008-02-20/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a8569931-42c1-4263-af1f-2ca895e66427
uk_1_20022008,,https://hansard.parliament.uk/html/commons/2008-02-20/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c1e7f97a-187d-4d3d-8bf7-88a117bf4b93
uk_0_21022008,,https://hansard.parliament.uk/html/commons/2008-02-21/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/2535e4c3-a59a-48b7-965c-92850899b438
uk_1_21022008,,https://hansard.parliament.uk/html/commons/2008-02-21/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/b57b5d84-4959-4070-ad67-00f6fb322123
uk_0_22022008,,https://hansard.parliament.uk/html/commons/2008-02-22/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c99aac1b-69de-4750-b221-52a81de955b7
uk_0_25022008,,https://hansard.parliament.uk/html/commons/2008-02-25/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/3d30b400-dd98-4a24-bc56-9125443fddae
uk_0_26022008,,https://hansard.parliament.uk/html/commons/2008-02-26/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/8a53b869-b1da-4eec-aacc-a8e3aa123c70
uk_1_26022008,,https://hansard.parliament.uk/html/commons/2008-02-26/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/0a24aef9-4cac-41f3-8641-a44b890a2047
uk_0_27022008,,https://hansard.parliament.uk/html/commons/2008-02-27/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/6a805222-d60a-4ab4-a914-8a433c117e21
uk_1_27022008,,https://hansard.parliament.uk/html/commons/2008-02-27/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/3abac2cf-3a05-4896-a336-4df87eec54f1
uk_0_29022008,,https://hansard.parliament.uk/html/commons/2008-02-29/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/be2d6f78-a2b8-41b6-bff0-af923f36e62c
uk_0_03032008,,https://hansard.parliament.uk/html/commons/2008-03-03/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/44bc9760-ee3b-42e0-a40e-6239c0f536e7
uk_0_04032008,,https://hansard.parliament.uk/html/commons/2008-03-04/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/6fa57f20-b915-4c18-9b3e-b8abb1bb3fb8
uk_1_04032008,,https://hansard.parliament.uk/html/commons/2008-03-04/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/ef6408eb-6c85-46f7-a88f-929bbd03536f
uk_0_05032008,,https://hansard.parliament.uk/html/commons/2008-03-05/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/7c24d005-86b7-4f76-8913-8be9c9366fbe
uk_1_05032008,,https://hansard.parliament.uk/html/commons/2008-03-05/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/3894d6bf-147c-4bd6-bdbf-fdf4417ac152
uk_0_06032008,,https://hansard.parliament.uk/html/commons/2008-03-06/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/21bb06f0-22e8-484b-ab1d-4bbb8c5af3d7
uk_1_06032008,,https://hansard.parliament.uk/html/commons/2008-03-06/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/4260c31c-d6b6-450b-a56b-f29a63fd216c
uk_0_07032008,,https://hansard.parliament.uk/html/commons/2008-03-07/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/3673734e-5409-442c-9562-bd985e555266
uk_0_10032008,,https://hansard.parliament.uk/html/commons/2008-03-10/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/5237f344-2f79-4c88-b181-31000f21b475
uk_0_11032008,,https://hansard.parliament.uk/html/commons/2008-03-11/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/7314c688-af5c-4d31-a643-25fa924ef98f
uk_1_11032008,,https://hansard.parliament.uk/html/commons/2008-03-11/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/038c6bbf-4edc-47d8-a965-6060af53c081
uk_0_12032008,,https://hansard.parliament.uk/html/commons/2008-03-12/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/0a85f091-eb34-405f-bef2-295e1cbeb9a2
uk_1_12032008,,https://hansard.parliament.uk/html/commons/2008-03-12/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c7828792-b454-4cc0-90a3-0246792aacb3
uk_0_13032008,,https://hansard.parliament.uk/html/commons/2008-03-13/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/8eee0928-9536-4f60-8e7c-bc7646c00a39
uk_1_13032008,,https://hansard.parliament.uk/html/commons/2008-03-13/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/cc698cdc-3856-426b-bdad-c02fcd704007
uk_0_14032008,,https://hansard.parliament.uk/html/commons/2008-03-14/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/e437db70-d1a0-409c-a82e-6d064c999400
uk_0_17032008,,https://hansard.parliament.uk/html/commons/2008-03-17/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/d7fe1312-0c35-41ca-8068-8e4129a90e94
uk_0_18032008,,https://hansard.parliament.uk/html/commons/2008-03-18/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/367a1ba9-5f86-46e7-a743-22d039846460
uk_1_18032008,,https://hansard.parliament.uk/html/commons/2008-03-18/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/e9af3aed-7e07-40e8-b42a-655cdbd56ac0
uk_0_19032008,,https://hansard.parliament.uk/html/commons/2008-03-19/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/9142152e-ad6a-4691-8107-3e2d053c79eb
uk_1_19032008,,https://hansard.parliament.uk/html/commons/2008-03-19/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/681b99d4-be79-464c-9cb0-e22d090c9174
uk_0_20032008,,https://hansard.parliament.uk/html/commons/2008-03-20/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/4712cd0d-91d7-495a-91f7-624b402593a5
uk_1_20032008,,https://hansard.parliament.uk/html/commons/2008-03-20/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/4fb89f7e-22c8-4087-a672-fb7e8110657d
uk_0_25032008,,https://hansard.parliament.uk/html/commons/2008-03-25/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/6411f4db-31b9-46ed-bf63-b2085767f13b
uk_1_25032008,,https://hansard.parliament.uk/html/commons/2008-03-25/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/82716806-a9c6-4b9a-9782-bc5a3a35efbd
uk_0_26032008,,https://hansard.parliament.uk/html/commons/2008-03-26/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/0c09b349-44bd-4a3e-954a-43408e9ee878
uk_1_26032008,,https://hansard.parliament.uk/html/commons/2008-03-26/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/06af511c-5ebc-4582-92b2-983ed0de228b
uk_0_27032008,,https://hansard.parliament.uk/html/commons/2008-03-27/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/18a2b4e2-3e2e-4ff4-9535-69c7677abdb9
uk_1_27032008,,https://hansard.parliament.uk/html/commons/2008-03-27/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/0a35b3a9-4dd0-43e9-8768-766b44c01400
uk_0_31032008,,https://hansard.parliament.uk/html/commons/2008-03-31/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/82c4eafa-621c-4611-a9c3-e6d17f6beaa8
uk_0_01042008,,https://hansard.parliament.uk/html/commons/2008-04-01/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c0de1d67-73e5-43c0-b31e-83714a543ee2
uk_1_01042008,,https://hansard.parliament.uk/html/commons/2008-04-01/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/1461397a-deb6-4fc2-b090-fe401ac93147
uk_0_02042008,,https://hansard.parliament.uk/html/commons/2008-04-02/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/bb1bdd16-84d4-4a20-bf0f-8a4dad418282
uk_1_02042008,,https://hansard.parliament.uk/html/commons/2008-04-02/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/7b0d7efc-739f-402b-a6c7-949bb138e53e
uk_0_03042008,,https://hansard.parliament.uk/html/commons/2008-04-03/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/28678913-bac7-4ae0-9c15-16b8a0c245c6
uk_1_03042008,,https://hansard.parliament.uk/html/commons/2008-04-03/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/6fac0045-1ca2-46ca-9476-2a6ab11e3be7
uk_0_21042008,,https://hansard.parliament.uk/html/commons/2008-04-21/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a3b41d44-4f8c-4a0d-8e94-413e73c32cf5
uk_0_22042008,,https://hansard.parliament.uk/html/commons/2008-04-22/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/9e835f9f-3102-46db-bce2-ab3e5811afc2
uk_1_22042008,,https://hansard.parliament.uk/html/commons/2008-04-22/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/c7eda21b-e899-46e2-a699-0b839449c0f3
uk_0_23042008,,https://hansard.parliament.uk/html/commons/2008-04-23/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/bd3c6bf5-d9ae-4e60-b04a-4e7a6ac89b5e
uk_1_23042008,,https://hansard.parliament.uk/html/commons/2008-04-23/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/82559874-a705-4eea-a484-60174dc53b0c
uk_0_24042008,,https://hansard.parliament.uk/html/commons/2008-04-24/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/bfcabb17-d08d-4449-b5d2-463e4abe5afa
uk_1_24042008,,https://hansard.parliament.uk/html/commons/2008-04-24/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a87f0f64-620e-492e-88af-964b84d3c671
uk_0_25042008,,https://hansard.parliament.uk/html/commons/2008-04-25/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/887da291-0482-446c-9c9e-40c0220432bb
uk_0_28042008,,https://hansard.parliament.uk/html/commons/2008-04-28/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/6870dc03-0d41-4127-b2d1-a23a1c40d913
uk_0_29042008,,https://hansard.parliament.uk/html/commons/2008-04-29/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/613a3827-b9d7-41e4-a2fc-e2756b6fe6ae
uk_1_29042008,,https://hansard.parliament.uk/html/commons/2008-04-29/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/6709b28f-23f5-44af-8fed-edfb11462616
uk_0_30042008,,https://hansard.parliament.uk/html/commons/2008-04-30/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/bbb8c392-f506-48bc-bf1c-5e0ac2fd1671
uk_1_30042008,,https://hansard.parliament.uk/html/commons/2008-04-30/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a57c7ad4-a3b5-4920-bb09-03b48004a510
uk_0_01052008,,https://hansard.parliament.uk/html/commons/2008-05-01/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/455bc3f7-b75c-487c-b2f3-ca10c52fc423
uk_1_01052008,,https://hansard.parliament.uk/html/commons/2008-05-01/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/87147761-928c-44ac-9162-cfcdc34a9088
uk_0_06052008,,https://hansard.parliament.uk/html/commons/2008-05-06/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/419b5052-e5ec-40ae-80e7-6a8e6cd05731
uk_1_06052008,,https://hansard.parliament.uk/html/commons/2008-05-06/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/da83474b-b4fb-4c00-b76d-f06b702f1c9d
uk_0_07052008,,https://hansard.parliament.uk/html/commons/2008-05-07/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/973a7eab-a71d-4092-8e51-6c0ad8e5ce57
uk_1_07052008,,https://hansard.parliament.uk/html/commons/2008-05-07/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/72d109a9-710e-41c8-84e8-412284620815
uk_0_08052008,,https://hansard.parliament.uk/html/commons/2008-05-08/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a76a9fa7-6c88-4162-a568-556735eab594
uk_1_08052008,,https://hansard.parliament.uk/html/commons/2008-05-08/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a8efbd1e-ecf2-485c-bf8f-15b5092d3a1d
uk_0_09052008,,https://hansard.parliament.uk/html/commons/2008-05-09/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/a00c5d74-84d4-4d07-99fd-d25f4b3db699
uk_0_12052008,,https://hansard.parliament.uk/html/commons/2008-05-12/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/5288dd60-4b7f-45cc-963e-b309644ef971
uk_0_13052008,,https://hansard.parliament.uk/html/commons/2008-05-13/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/0ad797b6-baf7-40dd-b2c4-2865181ffbde
uk_1_13052008,,https://hansard.parliament.uk/html/commons/2008-05-13/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/a9ee9879-5116-4172-bd91-4a57a79428f0
uk_0_14052008,,https://hansard.parliament.uk/html/commons/2008-05-14/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/2106f36b-d308-4ecc-af8b-db5c6d48e8cc
uk_1_14052008,,https://hansard.parliament.uk/html/commons/2008-05-14/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/88407dc2-732f-4958-8b03-c98ce71292c3
uk_0_15052008,,https://hansard.parliament.uk/html/commons/2008-05-15/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/62a6fe5f-5866-4866-88ab-5fa8281d3d51
uk_1_15052008,,https://hansard.parliament.uk/html/commons/2008-05-15/WestminsterHall,WestminsterHall,https://hansard.parliament.uk/debates/GetDebateAsText/0c01ce38-df17-456d-99e7-3f7f0982857c
uk_0_16052008,,https://hansard.parliament.uk/html/commons/2008-05-16/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/c07b2bf0-32e6-47f3-8d7b-ae1c7e10588d
uk_0_19052008,,https://hansard.parliament.uk/html/commons/2008-05-19/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/b8ed6aba-c9c5-41b9-b9d9-74cca9b36e80
uk_0_20052008,,https://hansard.parliament.uk/html/commons/2008-05-20/CommonsChamber,CommonsChamber,https://hansard.parliament.uk/debates/GetDebateAsText/b44d4964-cb33-4e07-8fd4-54d7d846f93b
