transcript_id,pdf_link,location_link,location
uk_1_31012012,,https://hansard.parliament.uk/html/commons/2012-01-31/WestminsterHall,WestminsterHall
uk_0_01022012,,https://hansard.parliament.uk/html/commons/2012-02-01/CommonsChamber,CommonsChamber
uk_1_01022012,,https://hansard.parliament.uk/html/commons/2012-02-01/WestminsterHall,WestminsterHall
uk_0_02022012,,https://hansard.parliament.uk/html/commons/2012-02-02/CommonsChamber,CommonsChamber
uk_1_02022012,,https://hansard.parliament.uk/html/commons/2012-02-02/WestminsterHall,WestminsterHall
uk_0_06022012,,https://hansard.parliament.uk/html/commons/2012-02-06/CommonsChamber,CommonsChamber
uk_0_07022012,,https://hansard.parliament.uk/html/commons/2012-02-07/CommonsChamber,CommonsChamber
uk_1_07022012,,https://hansard.parliament.uk/html/commons/2012-02-07/WestminsterHall,WestminsterHall
uk_0_08022012,,https://hansard.parliament.uk/html/commons/2012-02-08/CommonsChamber,CommonsChamber
uk_1_08022012,,https://hansard.parliament.uk/html/commons/2012-02-08/WestminsterHall,WestminsterHall
uk_0_09022012,,https://hansard.parliament.uk/html/commons/2012-02-09/CommonsChamber,CommonsChamber
uk_1_09022012,,https://hansard.parliament.uk/html/commons/2012-02-09/WestminsterHall,WestminsterHall
uk_0_20022012,,https://hansard.parliament.uk/html/commons/2012-02-20/CommonsChamber,CommonsChamber
uk_0_21022012,,https://hansard.parliament.uk/html/commons/2012-02-21/CommonsChamber,CommonsChamber
uk_1_21022012,,https://hansard.parliament.uk/html/commons/2012-02-21/WestminsterHall,WestminsterHall
uk_0_22022012,,https://hansard.parliament.uk/html/commons/2012-02-22/CommonsChamber,CommonsChamber
uk_1_22022012,,https://hansard.parliament.uk/html/commons/2012-02-22/WestminsterHall,WestminsterHall
uk_0_23022012,,https://hansard.parliament.uk/html/commons/2012-02-23/CommonsChamber,CommonsChamber
uk_1_23022012,,https://hansard.parliament.uk/html/commons/2012-02-23/WestminsterHall,WestminsterHall
uk_0_27022012,,https://hansard.parliament.uk/html/commons/2012-02-27/CommonsChamber,CommonsChamber
uk_0_28022012,,https://hansard.parliament.uk/html/commons/2012-02-28/CommonsChamber,CommonsChamber
uk_1_28022012,,https://hansard.parliament.uk/html/commons/2012-02-28/WestminsterHall,WestminsterHall
uk_0_29022012,,https://hansard.parliament.uk/html/commons/2012-02-29/CommonsChamber,CommonsChamber
uk_1_29022012,,https://hansard.parliament.uk/html/commons/2012-02-29/WestminsterHall,WestminsterHall
uk_0_01032012,,https://hansard.parliament.uk/html/commons/2012-03-01/CommonsChamber,CommonsChamber
uk_1_01032012,,https://hansard.parliament.uk/html/commons/2012-03-01/WestminsterHall,WestminsterHall
uk_0_05032012,,https://hansard.parliament.uk/html/commons/2012-03-05/CommonsChamber,CommonsChamber
uk_0_06032012,,https://hansard.parliament.uk/html/commons/2012-03-06/CommonsChamber,CommonsChamber
uk_1_06032012,,https://hansard.parliament.uk/html/commons/2012-03-06/WestminsterHall,WestminsterHall
uk_0_07032012,,https://hansard.parliament.uk/html/commons/2012-03-07/CommonsChamber,CommonsChamber
uk_1_07032012,,https://hansard.parliament.uk/html/commons/2012-03-07/WestminsterHall,WestminsterHall
uk_0_08032012,,https://hansard.parliament.uk/html/commons/2012-03-08/CommonsChamber,CommonsChamber
uk_1_08032012,,https://hansard.parliament.uk/html/commons/2012-03-08/WestminsterHall,WestminsterHall
uk_0_12032012,,https://hansard.parliament.uk/html/commons/2012-03-12/CommonsChamber,CommonsChamber
uk_0_13032012,,https://hansard.parliament.uk/html/commons/2012-03-13/CommonsChamber,CommonsChamber
uk_1_13032012,,https://hansard.parliament.uk/html/commons/2012-03-13/WestminsterHall,WestminsterHall
uk_0_14032012,,https://hansard.parliament.uk/html/commons/2012-03-14/CommonsChamber,CommonsChamber
uk_1_14032012,,https://hansard.parliament.uk/html/commons/2012-03-14/WestminsterHall,WestminsterHall
uk_0_15032012,,https://hansard.parliament.uk/html/commons/2012-03-15/CommonsChamber,CommonsChamber
uk_1_15032012,,https://hansard.parliament.uk/html/commons/2012-03-15/WestminsterHall,WestminsterHall
uk_0_19032012,,https://hansard.parliament.uk/html/commons/2012-03-19/CommonsChamber,CommonsChamber
uk_0_20032012,,https://hansard.parliament.uk/html/commons/2012-03-20/CommonsChamber,CommonsChamber
uk_0_21032012,,https://hansard.parliament.uk/html/commons/2012-03-21/CommonsChamber,CommonsChamber
uk_1_21032012,,https://hansard.parliament.uk/html/commons/2012-03-21/WestminsterHall,WestminsterHall
uk_0_22032012,,https://hansard.parliament.uk/html/commons/2012-03-22/CommonsChamber,CommonsChamber
uk_1_22032012,,https://hansard.parliament.uk/html/commons/2012-03-22/WestminsterHall,WestminsterHall
uk_0_23032012,,https://hansard.parliament.uk/html/commons/2012-03-23/CommonsChamber,CommonsChamber
uk_0_26032012,,https://hansard.parliament.uk/html/commons/2012-03-26/CommonsChamber,CommonsChamber
uk_0_27032012,,https://hansard.parliament.uk/html/commons/2012-03-27/CommonsChamber,CommonsChamber
uk_1_27032012,,https://hansard.parliament.uk/html/commons/2012-03-27/WestminsterHall,WestminsterHall
uk_0_16042012,,https://hansard.parliament.uk/html/commons/2012-04-16/CommonsChamber,CommonsChamber
uk_0_17042012,,https://hansard.parliament.uk/html/commons/2012-04-17/CommonsChamber,CommonsChamber
uk_1_17042012,,https://hansard.parliament.uk/html/commons/2012-04-17/WestminsterHall,WestminsterHall
uk_0_18042012,,https://hansard.parliament.uk/html/commons/2012-04-18/CommonsChamber,CommonsChamber
uk_1_18042012,,https://hansard.parliament.uk/html/commons/2012-04-18/WestminsterHall,WestminsterHall
uk_0_19042012,,https://hansard.parliament.uk/html/commons/2012-04-19/CommonsChamber,CommonsChamber
uk_1_19042012,,https://hansard.parliament.uk/html/commons/2012-04-19/WestminsterHall,WestminsterHall
uk_0_23042012,,https://hansard.parliament.uk/html/commons/2012-04-23/CommonsChamber,CommonsChamber
uk_0_24042012,,https://hansard.parliament.uk/html/commons/2012-04-24/CommonsChamber,CommonsChamber
uk_1_24042012,,https://hansard.parliament.uk/html/commons/2012-04-24/WestminsterHall,WestminsterHall
uk_0_25042012,,https://hansard.parliament.uk/html/commons/2012-04-25/CommonsChamber,CommonsChamber
uk_1_25042012,,https://hansard.parliament.uk/html/commons/2012-04-25/WestminsterHall,WestminsterHall
uk_0_26042012,,https://hansard.parliament.uk/html/commons/2012-04-26/CommonsChamber,CommonsChamber
uk_1_26042012,,https://hansard.parliament.uk/html/commons/2012-04-26/WestminsterHall,WestminsterHall
uk_0_30042012,,https://hansard.parliament.uk/html/commons/2012-04-30/CommonsChamber,CommonsChamber
uk_0_01052012,,https://hansard.parliament.uk/html/commons/2012-05-01/CommonsChamber,CommonsChamber
uk_0_09052012,,https://hansard.parliament.uk/html/commons/2012-05-09/CommonsChamber,CommonsChamber
uk_0_10052012,,https://hansard.parliament.uk/html/commons/2012-05-10/CommonsChamber,CommonsChamber
uk_0_14052012,,https://hansard.parliament.uk/html/commons/2012-05-14/CommonsChamber,CommonsChamber
uk_0_15052012,,https://hansard.parliament.uk/html/commons/2012-05-15/CommonsChamber,CommonsChamber
uk_0_16052012,,https://hansard.parliament.uk/html/commons/2012-05-16/CommonsChamber,CommonsChamber
uk_0_17052012,,https://hansard.parliament.uk/html/commons/2012-05-17/CommonsChamber,CommonsChamber
uk_0_21052012,,https://hansard.parliament.uk/html/commons/2012-05-21/CommonsChamber,CommonsChamber
uk_0_22052012,,https://hansard.parliament.uk/html/commons/2012-05-22/CommonsChamber,CommonsChamber
uk_1_22052012,,https://hansard.parliament.uk/html/commons/2012-05-22/WestminsterHall,WestminsterHall
uk_0_23052012,,https://hansard.parliament.uk/html/commons/2012-05-23/CommonsChamber,CommonsChamber
uk_1_23052012,,https://hansard.parliament.uk/html/commons/2012-05-23/WestminsterHall,WestminsterHall
uk_0_24052012,,https://hansard.parliament.uk/html/commons/2012-05-24/CommonsChamber,CommonsChamber
uk_1_24052012,,https://hansard.parliament.uk/html/commons/2012-05-24/WestminsterHall,WestminsterHall
uk_0_11062012,,https://hansard.parliament.uk/html/commons/2012-06-11/CommonsChamber,CommonsChamber
uk_0_12062012,,https://hansard.parliament.uk/html/commons/2012-06-12/CommonsChamber,CommonsChamber
uk_1_12062012,,https://hansard.parliament.uk/html/commons/2012-06-12/WestminsterHall,WestminsterHall
uk_0_13062012,,https://hansard.parliament.uk/html/commons/2012-06-13/CommonsChamber,CommonsChamber
uk_1_13062012,,https://hansard.parliament.uk/html/commons/2012-06-13/WestminsterHall,WestminsterHall
uk_0_14062012,,https://hansard.parliament.uk/html/commons/2012-06-14/CommonsChamber,CommonsChamber
uk_1_14062012,,https://hansard.parliament.uk/html/commons/2012-06-14/WestminsterHall,WestminsterHall
uk_0_18062012,,https://hansard.parliament.uk/html/commons/2012-06-18/CommonsChamber,CommonsChamber
uk_0_19062012,,https://hansard.parliament.uk/html/commons/2012-06-19/CommonsChamber,CommonsChamber
uk_1_19062012,,https://hansard.parliament.uk/html/commons/2012-06-19/WestminsterHall,WestminsterHall
uk_0_20062012,,https://hansard.parliament.uk/html/commons/2012-06-20/CommonsChamber,CommonsChamber
uk_1_20062012,,https://hansard.parliament.uk/html/commons/2012-06-20/WestminsterHall,WestminsterHall
uk_0_21062012,,https://hansard.parliament.uk/html/commons/2012-06-21/CommonsChamber,CommonsChamber
uk_0_25062012,,https://hansard.parliament.uk/html/commons/2012-06-25/CommonsChamber,CommonsChamber
uk_0_26062012,,https://hansard.parliament.uk/html/commons/2012-06-26/CommonsChamber,CommonsChamber
uk_1_26062012,,https://hansard.parliament.uk/html/commons/2012-06-26/WestminsterHall,WestminsterHall
uk_0_27062012,,https://hansard.parliament.uk/html/commons/2012-06-27/CommonsChamber,CommonsChamber
uk_1_27062012,,https://hansard.parliament.uk/html/commons/2012-06-27/WestminsterHall,WestminsterHall
uk_0_28062012,,https://hansard.parliament.uk/html/commons/2012-06-28/CommonsChamber,CommonsChamber
uk_1_28062012,,https://hansard.parliament.uk/html/commons/2012-06-28/WestminsterHall,WestminsterHall
uk_0_02072012,,https://hansard.parliament.uk/html/commons/2012-07-02/CommonsChamber,CommonsChamber
uk_0_03072012,,https://hansard.parliament.uk/html/commons/2012-07-03/CommonsChamber,CommonsChamber
uk_1_03072012,,https://hansard.parliament.uk/html/commons/2012-07-03/WestminsterHall,WestminsterHall
uk_0_04072012,,https://hansard.parliament.uk/html/commons/2012-07-04/CommonsChamber,CommonsChamber
uk_1_04072012,,https://hansard.parliament.uk/html/commons/2012-07-04/WestminsterHall,WestminsterHall
uk_0_05072012,,https://hansard.parliament.uk/html/commons/2012-07-05/CommonsChamber,CommonsChamber
uk_1_05072012,,https://hansard.parliament.uk/html/commons/2012-07-05/WestminsterHall,WestminsterHall
uk_0_06072012,,https://hansard.parliament.uk/html/commons/2012-07-06/CommonsChamber,CommonsChamber
uk_0_09072012,,https://hansard.parliament.uk/html/commons/2012-07-09/CommonsChamber,CommonsChamber
uk_0_10072012,,https://hansard.parliament.uk/html/commons/2012-07-10/CommonsChamber,CommonsChamber
uk_1_10072012,,https://hansard.parliament.uk/html/commons/2012-07-10/WestminsterHall,WestminsterHall
uk_0_11072012,,https://hansard.parliament.uk/html/commons/2012-07-11/CommonsChamber,CommonsChamber
uk_1_11072012,,https://hansard.parliament.uk/html/commons/2012-07-11/WestminsterHall,WestminsterHall
uk_0_12072012,,https://hansard.parliament.uk/html/commons/2012-07-12/CommonsChamber,CommonsChamber
uk_1_12072012,,https://hansard.parliament.uk/html/commons/2012-07-12/WestminsterHall,WestminsterHall
uk_0_13072012,,https://hansard.parliament.uk/html/commons/2012-07-13/CommonsChamber,CommonsChamber
uk_0_16072012,,https://hansard.parliament.uk/html/commons/2012-07-16/CommonsChamber,CommonsChamber
uk_0_17072012,,https://hansard.parliament.uk/html/commons/2012-07-17/CommonsChamber,CommonsChamber
uk_1_17072012,,https://hansard.parliament.uk/html/commons/2012-07-17/WestminsterHall,WestminsterHall
uk_0_03092012,,https://hansard.parliament.uk/html/commons/2012-09-03/CommonsChamber,CommonsChamber
uk_0_04092012,,https://hansard.parliament.uk/html/commons/2012-09-04/CommonsChamber,CommonsChamber
uk_1_04092012,,https://hansard.parliament.uk/html/commons/2012-09-04/WestminsterHall,WestminsterHall
uk_0_05092012,,https://hansard.parliament.uk/html/commons/2012-09-05/CommonsChamber,CommonsChamber
uk_1_05092012,,https://hansard.parliament.uk/html/commons/2012-09-05/WestminsterHall,WestminsterHall
uk_0_06092012,,https://hansard.parliament.uk/html/commons/2012-09-06/CommonsChamber,CommonsChamber
uk_1_06092012,,https://hansard.parliament.uk/html/commons/2012-09-06/WestminsterHall,WestminsterHall
uk_0_07092012,,https://hansard.parliament.uk/html/commons/2012-09-07/CommonsChamber,CommonsChamber
uk_0_10092012,,https://hansard.parliament.uk/html/commons/2012-09-10/CommonsChamber,CommonsChamber
uk_0_11092012,,https://hansard.parliament.uk/html/commons/2012-09-11/CommonsChamber,CommonsChamber
uk_1_11092012,,https://hansard.parliament.uk/html/commons/2012-09-11/WestminsterHall,WestminsterHall
uk_0_12092012,,https://hansard.parliament.uk/html/commons/2012-09-12/CommonsChamber,CommonsChamber
uk_1_12092012,,https://hansard.parliament.uk/html/commons/2012-09-12/WestminsterHall,WestminsterHall
uk_0_13092012,,https://hansard.parliament.uk/html/commons/2012-09-13/CommonsChamber,CommonsChamber
uk_1_13092012,,https://hansard.parliament.uk/html/commons/2012-09-13/WestminsterHall,WestminsterHall
uk_0_14092012,,https://hansard.parliament.uk/html/commons/2012-09-14/CommonsChamber,CommonsChamber
uk_0_17092012,,https://hansard.parliament.uk/html/commons/2012-09-17/CommonsChamber,CommonsChamber
uk_1_17092012,,https://hansard.parliament.uk/html/commons/2012-09-17/WestminsterHall,WestminsterHall
uk_0_18092012,,https://hansard.parliament.uk/html/commons/2012-09-18/CommonsChamber,CommonsChamber
uk_1_18092012,,https://hansard.parliament.uk/html/commons/2012-09-18/WestminsterHall,WestminsterHall
uk_0_15102012,,https://hansard.parliament.uk/html/commons/2012-10-15/CommonsChamber,CommonsChamber
uk_0_16102012,,https://hansard.parliament.uk/html/commons/2012-10-16/CommonsChamber,CommonsChamber
uk_1_16102012,,https://hansard.parliament.uk/html/commons/2012-10-16/WestminsterHall,WestminsterHall
uk_0_17102012,,https://hansard.parliament.uk/html/commons/2012-10-17/CommonsChamber,CommonsChamber
uk_1_17102012,,https://hansard.parliament.uk/html/commons/2012-10-17/WestminsterHall,WestminsterHall
uk_0_18102012,,https://hansard.parliament.uk/html/commons/2012-10-18/CommonsChamber,CommonsChamber
uk_1_18102012,,https://hansard.parliament.uk/html/commons/2012-10-18/WestminsterHall,WestminsterHall
uk_0_19102012,,https://hansard.parliament.uk/html/commons/2012-10-19/CommonsChamber,CommonsChamber
uk_0_22102012,,https://hansard.parliament.uk/html/commons/2012-10-22/CommonsChamber,CommonsChamber
uk_1_22102012,,https://hansard.parliament.uk/html/commons/2012-10-22/WestminsterHall,WestminsterHall
uk_0_23102012,,https://hansard.parliament.uk/html/commons/2012-10-23/CommonsChamber,CommonsChamber
uk_1_23102012,,https://hansard.parliament.uk/html/commons/2012-10-23/WestminsterHall,WestminsterHall
uk_0_24102012,,https://hansard.parliament.uk/html/commons/2012-10-24/CommonsChamber,CommonsChamber
uk_1_24102012,,https://hansard.parliament.uk/html/commons/2012-10-24/WestminsterHall,WestminsterHall
uk_0_25102012,,https://hansard.parliament.uk/html/commons/2012-10-25/CommonsChamber,CommonsChamber
uk_1_25102012,,https://hansard.parliament.uk/html/commons/2012-10-25/WestminsterHall,WestminsterHall
uk_0_26102012,,https://hansard.parliament.uk/html/commons/2012-10-26/CommonsChamber,CommonsChamber
uk_0_29102012,,https://hansard.parliament.uk/html/commons/2012-10-29/CommonsChamber,CommonsChamber
uk_0_30102012,,https://hansard.parliament.uk/html/commons/2012-10-30/CommonsChamber,CommonsChamber
uk_1_30102012,,https://hansard.parliament.uk/html/commons/2012-10-30/WestminsterHall,WestminsterHall
uk_0_31102012,,https://hansard.parliament.uk/html/commons/2012-10-31/CommonsChamber,CommonsChamber
uk_1_31102012,,https://hansard.parliament.uk/html/commons/2012-10-31/WestminsterHall,WestminsterHall
uk_0_01112012,,https://hansard.parliament.uk/html/commons/2012-11-01/CommonsChamber,CommonsChamber
uk_1_01112012,,https://hansard.parliament.uk/html/commons/2012-11-01/WestminsterHall,WestminsterHall
uk_0_02112012,,https://hansard.parliament.uk/html/commons/2012-11-02/CommonsChamber,CommonsChamber
uk_0_05112012,,https://hansard.parliament.uk/html/commons/2012-11-05/CommonsChamber,CommonsChamber
uk_0_06112012,,https://hansard.parliament.uk/html/commons/2012-11-06/CommonsChamber,CommonsChamber
uk_1_06112012,,https://hansard.parliament.uk/html/commons/2012-11-06/WestminsterHall,WestminsterHall
uk_0_07112012,,https://hansard.parliament.uk/html/commons/2012-11-07/CommonsChamber,CommonsChamber
uk_1_07112012,,https://hansard.parliament.uk/html/commons/2012-11-07/WestminsterHall,WestminsterHall
uk_0_08112012,,https://hansard.parliament.uk/html/commons/2012-11-08/CommonsChamber,CommonsChamber
uk_1_08112012,,https://hansard.parliament.uk/html/commons/2012-11-08/WestminsterHall,WestminsterHall
uk_0_09112012,,https://hansard.parliament.uk/html/commons/2012-11-09/CommonsChamber,CommonsChamber
uk_0_12112012,,https://hansard.parliament.uk/html/commons/2012-11-12/CommonsChamber,CommonsChamber
uk_0_13112012,,https://hansard.parliament.uk/html/commons/2012-11-13/CommonsChamber,CommonsChamber
uk_1_13112012,,https://hansard.parliament.uk/html/commons/2012-11-13/WestminsterHall,WestminsterHall
uk_0_19112012,,https://hansard.parliament.uk/html/commons/2012-11-19/CommonsChamber,CommonsChamber
uk_0_20112012,,https://hansard.parliament.uk/html/commons/2012-11-20/CommonsChamber,CommonsChamber
uk_1_20112012,,https://hansard.parliament.uk/html/commons/2012-11-20/WestminsterHall,WestminsterHall
uk_0_21112012,,https://hansard.parliament.uk/html/commons/2012-11-21/CommonsChamber,CommonsChamber
uk_1_21112012,,https://hansard.parliament.uk/html/commons/2012-11-21/WestminsterHall,WestminsterHall
uk_0_22112012,,https://hansard.parliament.uk/html/commons/2012-11-22/CommonsChamber,CommonsChamber
uk_1_22112012,,https://hansard.parliament.uk/html/commons/2012-11-22/WestminsterHall,WestminsterHall
uk_0_26112012,,https://hansard.parliament.uk/html/commons/2012-11-26/CommonsChamber,CommonsChamber
uk_0_27112012,,https://hansard.parliament.uk/html/commons/2012-11-27/CommonsChamber,CommonsChamber
uk_1_27112012,,https://hansard.parliament.uk/html/commons/2012-11-27/WestminsterHall,WestminsterHall
uk_0_28112012,,https://hansard.parliament.uk/html/commons/2012-11-28/CommonsChamber,CommonsChamber
uk_1_28112012,,https://hansard.parliament.uk/html/commons/2012-11-28/WestminsterHall,WestminsterHall
uk_0_29112012,,https://hansard.parliament.uk/html/commons/2012-11-29/CommonsChamber,CommonsChamber
uk_1_29112012,,https://hansard.parliament.uk/html/commons/2012-11-29/WestminsterHall,WestminsterHall
uk_0_30112012,,https://hansard.parliament.uk/html/commons/2012-11-30/CommonsChamber,CommonsChamber
uk_0_03122012,,https://hansard.parliament.uk/html/commons/2012-12-03/CommonsChamber,CommonsChamber
uk_0_04122012,,https://hansard.parliament.uk/html/commons/2012-12-04/CommonsChamber,CommonsChamber
uk_1_04122012,,https://hansard.parliament.uk/html/commons/2012-12-04/WestminsterHall,WestminsterHall
uk_0_05122012,,https://hansard.parliament.uk/html/commons/2012-12-05/CommonsChamber,CommonsChamber
uk_1_05122012,,https://hansard.parliament.uk/html/commons/2012-12-05/WestminsterHall,WestminsterHall
uk_0_06122012,,https://hansard.parliament.uk/html/commons/2012-12-06/CommonsChamber,CommonsChamber
uk_1_06122012,,https://hansard.parliament.uk/html/commons/2012-12-06/WestminsterHall,WestminsterHall
uk_0_10122012,,https://hansard.parliament.uk/html/commons/2012-12-10/CommonsChamber,CommonsChamber
uk_0_11122012,,https://hansard.parliament.uk/html/commons/2012-12-11/CommonsChamber,CommonsChamber
uk_1_11122012,,https://hansard.parliament.uk/html/commons/2012-12-11/WestminsterHall,WestminsterHall
uk_0_12122012,,https://hansard.parliament.uk/html/commons/2012-12-12/CommonsChamber,CommonsChamber
uk_1_12122012,,https://hansard.parliament.uk/html/commons/2012-12-12/WestminsterHall,WestminsterHall
uk_0_13122012,,https://hansard.parliament.uk/html/commons/2012-12-13/CommonsChamber,CommonsChamber
uk_1_13122012,,https://hansard.parliament.uk/html/commons/2012-12-13/WestminsterHall,WestminsterHall
uk_0_17122012,,https://hansard.parliament.uk/html/commons/2012-12-17/CommonsChamber,CommonsChamber
uk_0_18122012,,https://hansard.parliament.uk/html/commons/2012-12-18/CommonsChamber,CommonsChamber
uk_1_18122012,,https://hansard.parliament.uk/html/commons/2012-12-18/WestminsterHall,WestminsterHall
uk_0_19122012,,https://hansard.parliament.uk/html/commons/2012-12-19/CommonsChamber,CommonsChamber
uk_1_19122012,,https://hansard.parliament.uk/html/commons/2012-12-19/WestminsterHall,WestminsterHall
uk_0_20122012,,https://hansard.parliament.uk/html/commons/2012-12-20/CommonsChamber,CommonsChamber
uk_1_20122012,,https://hansard.parliament.uk/html/commons/2012-12-20/WestminsterHall,WestminsterHall
uk_0_07012013,,https://hansard.parliament.uk/html/commons/2013-01-07/CommonsChamber,CommonsChamber
uk_0_08012013,,https://hansard.parliament.uk/html/commons/2013-01-08/CommonsChamber,CommonsChamber
uk_1_08012013,,https://hansard.parliament.uk/html/commons/2013-01-08/WestminsterHall,WestminsterHall
uk_0_09012013,,https://hansard.parliament.uk/html/commons/2013-01-09/CommonsChamber,CommonsChamber
uk_1_09012013,,https://hansard.parliament.uk/html/commons/2013-01-09/WestminsterHall,WestminsterHall
uk_0_10012013,,https://hansard.parliament.uk/html/commons/2013-01-10/CommonsChamber,CommonsChamber
uk_1_10012013,,https://hansard.parliament.uk/html/commons/2013-01-10/WestminsterHall,WestminsterHall
uk_0_14012013,,https://hansard.parliament.uk/html/commons/2013-01-14/CommonsChamber,CommonsChamber
uk_0_15012013,,https://hansard.parliament.uk/html/commons/2013-01-15/CommonsChamber,CommonsChamber
uk_1_15012013,,https://hansard.parliament.uk/html/commons/2013-01-15/WestminsterHall,WestminsterHall
uk_0_16012013,,https://hansard.parliament.uk/html/commons/2013-01-16/CommonsChamber,CommonsChamber
uk_1_16012013,,https://hansard.parliament.uk/html/commons/2013-01-16/WestminsterHall,WestminsterHall
uk_0_17012013,,https://hansard.parliament.uk/html/commons/2013-01-17/CommonsChamber,CommonsChamber
uk_1_17012013,,https://hansard.parliament.uk/html/commons/2013-01-17/WestminsterHall,WestminsterHall
uk_0_18012013,,https://hansard.parliament.uk/html/commons/2013-01-18/CommonsChamber,CommonsChamber
uk_0_21012013,,https://hansard.parliament.uk/html/commons/2013-01-21/CommonsChamber,CommonsChamber
uk_0_22012013,,https://hansard.parliament.uk/html/commons/2013-01-22/CommonsChamber,CommonsChamber
uk_1_22012013,,https://hansard.parliament.uk/html/commons/2013-01-22/WestminsterHall,WestminsterHall
uk_0_23012013,,https://hansard.parliament.uk/html/commons/2013-01-23/CommonsChamber,CommonsChamber
uk_1_23012013,,https://hansard.parliament.uk/html/commons/2013-01-23/WestminsterHall,WestminsterHall
uk_0_24012013,,https://hansard.parliament.uk/html/commons/2013-01-24/CommonsChamber,CommonsChamber
uk_1_24012013,,https://hansard.parliament.uk/html/commons/2013-01-24/WestminsterHall,WestminsterHall
uk_0_25012013,,https://hansard.parliament.uk/html/commons/2013-01-25/CommonsChamber,CommonsChamber
uk_0_28012013,,https://hansard.parliament.uk/html/commons/2013-01-28/CommonsChamber,CommonsChamber
uk_0_29012013,,https://hansard.parliament.uk/html/commons/2013-01-29/CommonsChamber,CommonsChamber
uk_1_29012013,,https://hansard.parliament.uk/html/commons/2013-01-29/WestminsterHall,WestminsterHall
uk_0_30012013,,https://hansard.parliament.uk/html/commons/2013-01-30/CommonsChamber,CommonsChamber
uk_1_30012013,,https://hansard.parliament.uk/html/commons/2013-01-30/WestminsterHall,WestminsterHall
uk_0_31012013,,https://hansard.parliament.uk/html/commons/2013-01-31/CommonsChamber,CommonsChamber
uk_1_31012013,,https://hansard.parliament.uk/html/commons/2013-01-31/WestminsterHall,WestminsterHall
uk_0_01022013,,https://hansard.parliament.uk/html/commons/2013-02-01/CommonsChamber,CommonsChamber
uk_0_04022013,,https://hansard.parliament.uk/html/commons/2013-02-04/CommonsChamber,CommonsChamber
uk_0_05022013,,https://hansard.parliament.uk/html/commons/2013-02-05/CommonsChamber,CommonsChamber
uk_1_05022013,,https://hansard.parliament.uk/html/commons/2013-02-05/WestminsterHall,WestminsterHall
uk_0_06022013,,https://hansard.parliament.uk/html/commons/2013-02-06/CommonsChamber,CommonsChamber
uk_1_06022013,,https://hansard.parliament.uk/html/commons/2013-02-06/WestminsterHall,WestminsterHall
uk_0_07022013,,https://hansard.parliament.uk/html/commons/2013-02-07/CommonsChamber,CommonsChamber
uk_1_07022013,,https://hansard.parliament.uk/html/commons/2013-02-07/WestminsterHall,WestminsterHall
uk_0_11022013,,https://hansard.parliament.uk/html/commons/2013-02-11/CommonsChamber,CommonsChamber
uk_0_12022013,,https://hansard.parliament.uk/html/commons/2013-02-12/CommonsChamber,CommonsChamber
