video_id,generic_video_link,html_link,pdf_link,date,legislation,sitting_number,streaming_url
19_149,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-149-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402968,https://www.senato.it/service/PDF/PDFServer/BGT/1402968.pdf,2024-01-24,19,149,"https://senato-vod.morescreens.com/vod_hls/20240124_1000_aula_seduta_149_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65b1637b2228d6.91499146&video_id=25052&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
19_148,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-148-2,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402910,https://www.senato.it/service/PDF/PDFServer/BGT/1402910.pdf,2024-01-23,19,148,"https://senato-vod.morescreens.com/vod_hls/20240123_1630_aula_seduta_148_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65b001c6f20043.49299753&video_id=25020&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_659,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-659,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=982696,https://www.senato.it/service/PDF/PDFServer/BGT/982696.pdf,2016-07-13,17,659,https://senato-vod.morescreens.com/vod_hls/1470847749_20160713_0930_aula_seduta_659_full.mp4/playlist.m3u8?id=1470847749&video_id=5115&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_463,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-463,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=925110,https://www.senato.it/service/PDF/PDFServer/BGT/925110.pdf,2015-06-10,17,463,"https://senato-vod.morescreens.com/vod_hls/seduta_463_20150610_,100k,300k,300k,.mp4.urlset/playlist.m3u8?id=&video_id=3333&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_111,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-111-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1108015,https://www.senato.it/service/PDF/PDFServer/BGT/1108015.pdf,2019-04-29,18,111,https://senato-vod.morescreens.com/vod_hls/821410015_20190429_1700_Aula_seduta111.mp4/playlist.m3u8?id=821410015&video_id=12590&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_658,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-658,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=982532,https://www.senato.it/service/PDF/PDFServer/BGT/982532.pdf,2016-07-12,17,658,https://senato-vod.morescreens.com/vod_hls/1879877901_20160712_1630_aula_seduta_658.mp4/playlist.m3u8?id=1879877901&video_id=5097&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_462,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-462,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=925064,https://www.senato.it/service/PDF/PDFServer/BGT/925064.pdf,2015-06-10,17,462,"https://senato-vod.morescreens.com/vod_hls/seduta_462_20150610_,100k,300k,300k,.mp4.urlset/playlist.m3u8?id=&video_id=3329&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_110,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-110-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1107872,https://www.senato.it/service/PDF/PDFServer/BGT/1107872.pdf,2019-04-18,18,110,https://senato-vod.morescreens.com/vod_hls/1440269427_20190418_1500_aula_seduta_110.mp4/playlist.m3u8?id=1440269427&video_id=12577&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_147,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-147-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402819,https://www.senato.it/service/PDF/PDFServer/BGT/1402819.pdf,2024-01-18,19,147,"https://senato-vod.morescreens.com/vod_hls/20240118_1000_aula_seduta_147_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65a94347a6b9f8.71239898&video_id=24977&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_657,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-657,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=982365,https://www.senato.it/service/PDF/PDFServer/BGT/982365.pdf,2016-07-07,17,657,https://senato-vod.morescreens.com/vod_hls/510934116_20160707_1600_aula_seduta_657.mp4/playlist.m3u8?id=510934116&video_id=5067&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_146,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-146-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402782,https://www.senato.it/service/PDF/PDFServer/BGT/1402782.pdf,2024-01-17,19,146,"https://senato-vod.morescreens.com/vod_hls/20240117_1000_aula_seduta_146_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65a8d622ba15e9.49359998&video_id=24964&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_461,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-461,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=925012,https://www.senato.it/service/PDF/PDFServer/BGT/925012.pdf,2015-06-09,17,461,"https://senato-vod.morescreens.com/vod_hls/seduta_461_20150609_,100k,300k,300k,.mp4.urlset/playlist.m3u8?id=&video_id=3327&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_109,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-109-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1107796,https://www.senato.it/service/PDF/PDFServer/BGT/1107796.pdf,2019-04-17,18,109,https://senato-vod.morescreens.com/vod_hls/337340861_20190417_1600_aula_seduta_109.mp4/playlist.m3u8?id=337340861&video_id=12568&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_656,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-656,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=982363,https://www.senato.it/service/PDF/PDFServer/BGT/982363.pdf,2016-07-07,17,656,https://senato-vod.morescreens.com/vod_hls/2020584455_20160707_0930_aula_seduta_656.mp4/playlist.m3u8?id=2020584455&video_id=5061&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_145,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-145-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402679,https://www.senato.it/service/PDF/PDFServer/BGT/1402679.pdf,2024-01-16,19,145,"https://senato-vod.morescreens.com/vod_hls/20240116_1630_aula_seduta_145_1080p_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65a6c6668a1cc6.26873621&video_id=24932&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_460,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-460,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=921111,https://www.senato.it/service/PDF/PDFServer/BGT/921111.pdf,2015-06-04,17,460,"https://senato-vod.morescreens.com/vod_hls/seduta_460_20150604_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3325&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_108,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-108-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1107678,https://www.senato.it/service/PDF/PDFServer/BGT/1107678.pdf,2019-04-16,18,108,https://senato-vod.morescreens.com/vod_hls/102490308_20190416_1600_aula_seduta_108.mp4/playlist.m3u8?id=102490308&video_id=12562&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_655,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-655,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=982311,https://www.senato.it/service/PDF/PDFServer/BGT/982311.pdf,2016-07-06,17,655,https://senato-vod.morescreens.com/vod_hls/710086625_20160706_1630_aula_seduta_655.mp4/playlist.m3u8?id=710086625&video_id=5055&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_144,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-144-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402576,https://www.senato.it/service/PDF/PDFServer/BGT/1402576.pdf,2024-01-11,19,144,"https://senato-vod.morescreens.com/vod_hls/20240111_1000_aula_seduta_144_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65a011be628aa8.11470162&video_id=24892&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_459,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-459,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=921076,https://www.senato.it/service/PDF/PDFServer/BGT/921076.pdf,2015-06-04,17,459,"https://senato-vod.morescreens.com/vod_hls/seduta_459_20150604_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3320&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_107,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-107-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1107165,https://www.senato.it/service/PDF/PDFServer/BGT/1107165.pdf,2019-04-04,18,107,https://senato-vod.morescreens.com/vod_hls/229503242_20190404_1000_aula_seduta_107.mp4/playlist.m3u8?id=229503242&video_id=12461&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_654,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-654,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=982269,https://www.senato.it/service/PDF/PDFServer/BGT/982269.pdf,2016-07-06,17,654,https://senato-vod.morescreens.com/vod_hls/504844757_20160706_0930_aula_seduta_654.mp4/playlist.m3u8?id=504844757&video_id=5043&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_458,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-458,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=921036,https://www.senato.it/service/PDF/PDFServer/BGT/921036.pdf,2015-06-03,17,458,"https://senato-vod.morescreens.com/vod_hls/seduta_458_20150603_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3319&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
19_143,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-143-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402157,https://www.senato.it/service/PDF/PDFServer/BGT/1402157.pdf,2024-01-10,19,143,"https://senato-vod.morescreens.com/vod_hls/20240110_1000_aula_seduta_143_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_659eca3edf2fb6.04109105&video_id=24880&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_106,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-106-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1107137,https://www.senato.it/service/PDF/PDFServer/BGT/1107137.pdf,2019-04-03,18,106,https://senato-vod.morescreens.com/vod_hls/771948409_20190403_0930_aula_seduta_106_v3a.mp4/playlist.m3u8?id=771948409&video_id=12469&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_142,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-142-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1402106,https://www.senato.it/service/PDF/PDFServer/BGT/1402106.pdf,2024-01-09,19,142,"https://senato-vod.morescreens.com/vod_hls/20240109_1700_aula_seduta_142_1080p_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_659d885089e299.08878047&video_id=24875&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_653,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-653,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=982200,https://www.senato.it/service/PDF/PDFServer/BGT/982200.pdf,2016-07-05,17,653,https://senato-vod.morescreens.com/vod_hls/1541274405_20160705_1630_aula_seduta_653.mp4/playlist.m3u8?id=1541274405&video_id=5037&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_457,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-457,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=920989,https://www.senato.it/service/PDF/PDFServer/BGT/920989.pdf,2015-06-03,17,457,"https://senato-vod.morescreens.com/vod_hls/seduta_457_20150603_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3317&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_105,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-105-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1107094,https://www.senato.it/service/PDF/PDFServer/BGT/1107094.pdf,2019-04-02,18,105,https://senato-vod.morescreens.com/vod_hls/702600527_seduta_105_v2.mp4/playlist.m3u8?id=702600527&video_id=12471&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_652,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-652,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=981984,https://www.senato.it/service/PDF/PDFServer/BGT/981984.pdf,2016-06-30,17,652,https://senato-vod.morescreens.com/vod_hls/1842930647_20160630_1600_aula_seduta_652.mp4/playlist.m3u8?id=1842930647&video_id=5022&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_456,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-456,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=917283,https://www.senato.it/service/PDF/PDFServer/BGT/917283.pdf,2015-05-21,17,456,"https://senato-vod.morescreens.com/vod_hls/seduta_456_20150521_,100k,300k,300k,.mp4.urlset/playlist.m3u8?id=&video_id=3298&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
