Date,Year,Month,Day,URL,Legislation
1999-10-28 00:00:00,1999,Oktobris,28,https://www.saeima.lv/lv/transcripts/view/610,7
1999-11-04 00:00:00,1999,Novembris,4,https://www.saeima.lv/lv/transcripts/view/569,7
1999-11-11 00:00:00,1999,Novembris,11,https://www.saeima.lv/lv/transcripts/view/583,7
1999-11-18 00:00:00,1999,Novembris,18,https://www.saeima.lv/lv/transcripts/view/598,7
1999-11-25 00:00:00,1999,Novembris,25,https://www.saeima.lv/lv/transcripts/view/606,7
1999-12-01 00:00:00,1999,Decembris,1,https://www.saeima.lv/lv/transcripts/view/561,7
1999-12-02 00:00:00,1999,Decembris,2,https://www.saeima.lv/lv/transcripts/view/563,7
1999-12-09 00:00:00,1999,Decembris,9,https://www.saeima.lv/lv/transcripts/view/579,7
1999-12-16 00:00:00,1999,Decembris,16,https://www.saeima.lv/lv/transcripts/view/594,7
1999-12-20 00:00:00,1999,Decembris,20,https://www.saeima.lv/lv/transcripts/view/600,7
1998-11-02 00:00:00,1998,Novembris,2,https://www.saeima.lv/lv/transcripts/view/551,7
1998-11-03 00:00:00,1998,Novembris,3,https://www.saeima.lv/lv/transcripts/view/552,7
1998-11-26 00:00:00,1998,Novembris,26,https://www.saeima.lv/lv/transcripts/view/557,7
1998-11-26 00:00:00,1998,Novembris,26,https://www.saeima.lv/lv/transcripts/view/556,7
1998-12-03 00:00:00,1998,Decembris,3,https://www.saeima.lv/lv/transcripts/view/553,7
1998-12-10 00:00:00,1998,Decembris,10,https://www.saeima.lv/lv/transcripts/view/554,7
1998-12-17 00:00:00,1998,Decembris,17,https://www.saeima.lv/lv/transcripts/view/555,7
2006-01-05 00:00:00,2006,Janvāris,5,https://www.saeima.lv/lv/transcripts/view/932,8
2006-01-19 00:00:00,2006,Janvāris,19,https://www.saeima.lv/lv/transcripts/view/933,8
2006-01-20 00:00:00,2006,Janvāris,20,https://www.saeima.lv/lv/transcripts/view/934,8
2006-01-26 00:00:00,2006,Janvāris,26,https://www.saeima.lv/lv/transcripts/view/935,8
2006-02-02 00:00:00,2006,Februāris,2,https://www.saeima.lv/lv/transcripts/view/936,8
2006-02-09 00:00:00,2006,Februāris,9,https://www.saeima.lv/lv/transcripts/view/937,8
2006-02-16 00:00:00,2006,Februāris,16,https://www.saeima.lv/lv/transcripts/view/938,8
2006-02-23 00:00:00,2006,Februāris,23,https://www.saeima.lv/lv/transcripts/view/939,8
2006-03-02 00:00:00,2006,Marts,2,https://www.saeima.lv/lv/transcripts/view/940,8
2006-03-09 00:00:00,2006,Marts,9,https://www.saeima.lv/lv/transcripts/view/941,8
2006-03-16 00:00:00,2006,Marts,16,https://www.saeima.lv/lv/transcripts/view/942,8
2006-03-23 00:00:00,2006,Marts,23,https://www.saeima.lv/lv/transcripts/view/943,8
2006-03-30 00:00:00,2006,Marts,30,https://www.saeima.lv/lv/transcripts/view/944,8
2006-04-06 00:00:00,2006,Aprīlis,6,https://www.saeima.lv/lv/transcripts/view/945,8
2006-04-08 00:00:00,2006,Aprīlis,8,https://www.saeima.lv/lv/transcripts/view/946,8
2006-05-04 00:00:00,2006,Maijs,4,https://www.saeima.lv/lv/transcripts/view/947,8
2006-05-11 00:00:00,2006,Maijs,11,https://www.saeima.lv/lv/transcripts/view/948,8
2006-05-18 00:00:00,2006,Maijs,18,https://www.saeima.lv/lv/transcripts/view/949,8
2006-05-25 00:00:00,2006,Maijs,25,https://www.saeima.lv/lv/transcripts/view/950,8
2006-05-31 00:00:00,2006,Maijs,31,https://www.saeima.lv/lv/transcripts/view/951,8
2006-05-31 00:00:00,2006,Maijs,31,https://www.saeima.lv/lv/transcripts/view/952,8
2006-06-01 00:00:00,2006,Jūnijs,1,https://www.saeima.lv/lv/transcripts/view/953,8
2006-06-07 00:00:00,2006,Jūnijs,7,https://www.saeima.lv/lv/transcripts/view/954,8
2006-06-08 00:00:00,2006,Jūnijs,8,https://www.saeima.lv/lv/transcripts/view/955,8
2006-06-15 00:00:00,2006,Jūnijs,15,https://www.saeima.lv/lv/transcripts/view/956,8
2006-06-22 00:00:00,2006,Jūnijs,22,https://www.saeima.lv/lv/transcripts/view/957,8
2006-07-06 00:00:00,2006,Jūlijs,6,https://www.saeima.lv/lv/transcripts/view/958,8
2006-09-07 00:00:00,2006,Septembris,7,https://www.saeima.lv/lv/transcripts/view/959,8
2006-09-14 00:00:00,2006,Septembris,14,https://www.saeima.lv/lv/transcripts/view/960,8
2006-09-21 00:00:00,2006,Septembris,21,https://www.saeima.lv/lv/transcripts/view/961,8
2006-09-28 00:00:00,2006,Septembris,28,https://www.saeima.lv/lv/transcripts/view/962,8
2006-10-05 00:00:00,2006,Oktobris,5,https://www.saeima.lv/lv/transcripts/view/963,8
2006-10-12 00:00:00,2006,Oktobris,12,https://www.saeima.lv/lv/transcripts/view/964,8
2006-10-19 00:00:00,2006,Oktobris,19,https://www.saeima.lv/lv/transcripts/view/965,8
2006-10-26 00:00:00,2006,Oktobris,26,https://www.saeima.lv/lv/transcripts/view/966,8
2006-11-02 00:00:00,2006,Novembris,2,https://www.saeima.lv/lv/transcripts/view/967,8
2005-01-20 00:00:00,2005,Janvāris,20,https://www.saeima.lv/lv/transcripts/view/885,8
2005-01-27 00:00:00,2005,Janvāris,27,https://www.saeima.lv/lv/transcripts/view/886,8
2005-02-02 00:00:00,2005,Februāris,2,https://www.saeima.lv/lv/transcripts/view/887,8
2005-02-03 00:00:00,2005,Februāris,3,https://www.saeima.lv/lv/transcripts/view/888,8
2005-02-10 00:00:00,2005,Februāris,10,https://www.saeima.lv/lv/transcripts/view/889,8
2005-02-17 00:00:00,2005,Februāris,17,https://www.saeima.lv/lv/transcripts/view/890,8
2005-02-24 00:00:00,2005,Februāris,24,https://www.saeima.lv/lv/transcripts/view/891,8
2005-03-03 00:00:00,2005,Marts,3,https://www.saeima.lv/lv/transcripts/view/892,8
2005-03-10 00:00:00,2005,Marts,10,https://www.saeima.lv/lv/transcripts/view/893,8
2005-03-17 00:00:00,2005,Marts,17,https://www.saeima.lv/lv/transcripts/view/894,8
2005-04-14 00:00:00,2005,Aprīlis,14,https://www.saeima.lv/lv/transcripts/view/895,8
2005-04-21 00:00:00,2005,Aprīlis,21,https://www.saeima.lv/lv/transcripts/view/896,8
2005-04-28 00:00:00,2005,Aprīlis,28,https://www.saeima.lv/lv/transcripts/view/897,8
2005-05-04 00:00:00,2005,Maijs,4,https://www.saeima.lv/lv/transcripts/view/898,8
2005-05-05 00:00:00,2005,Maijs,5,https://www.saeima.lv/lv/transcripts/view/899,8
2005-05-12 00:00:00,2005,Maijs,12,https://www.saeima.lv/lv/transcripts/view/900,8
2005-05-19 00:00:00,2005,Maijs,19,https://www.saeima.lv/lv/transcripts/view/901,8
2005-05-26 00:00:00,2005,Maijs,26,https://www.saeima.lv/lv/transcripts/view/902,8
2005-06-02 00:00:00,2005,Jūnijs,2,https://www.saeima.lv/lv/transcripts/view/903,8
2005-06-09 00:00:00,2005,Jūnijs,9,https://www.saeima.lv/lv/transcripts/view/904,8
2005-06-16 00:00:00,2005,Jūnijs,16,https://www.saeima.lv/lv/transcripts/view/905,8
2005-06-22 00:00:00,2005,Jūnijs,22,https://www.saeima.lv/lv/transcripts/view/906,8
2005-06-30 00:00:00,2005,Jūnijs,30,https://www.saeima.lv/lv/transcripts/view/907,8
2005-06-30 00:00:00,2005,Jūnijs,30,https://www.saeima.lv/lv/transcripts/view/908,8
2005-08-25 00:00:00,2005,Augusts,25,https://www.saeima.lv/lv/transcripts/view/909,8
2005-08-30 00:00:00,2005,Augusts,30,https://www.saeima.lv/lv/transcripts/view/910,8
2005-09-08 00:00:00,2005,Septembris,8,https://www.saeima.lv/lv/transcripts/view/911,8
2005-09-15 00:00:00,2005,Septembris,15,https://www.saeima.lv/lv/transcripts/view/912,8
2005-09-22 00:00:00,2005,Septembris,22,https://www.saeima.lv/lv/transcripts/view/913,8
2005-09-22 00:00:00,2005,Septembris,22,https://www.saeima.lv/lv/transcripts/view/914,8
2005-09-28 00:00:00,2005,Septembris,28,https://www.saeima.lv/lv/transcripts/view/915,8
2005-09-29 00:00:00,2005,Septembris,29,https://www.saeima.lv/lv/transcripts/view/916,8
2005-10-06 00:00:00,2005,Oktobris,6,https://www.saeima.lv/lv/transcripts/view/917,8
2005-10-13 00:00:00,2005,Oktobris,13,https://www.saeima.lv/lv/transcripts/view/918,8
2005-10-20 00:00:00,2005,Oktobris,20,https://www.saeima.lv/lv/transcripts/view/919,8
2005-10-26 00:00:00,2005,Oktobris,26,https://www.saeima.lv/lv/transcripts/view/920,8
2005-10-27 00:00:00,2005,Oktobris,27,https://www.saeima.lv/lv/transcripts/view/921,8
2005-11-03 00:00:00,2005,Novembris,3,https://www.saeima.lv/lv/transcripts/view/922,8
2005-11-09 00:00:00,2005,Novembris,9,https://www.saeima.lv/lv/transcripts/view/923,8
2005-11-10 00:00:00,2005,Novembris,10,https://www.saeima.lv/lv/transcripts/view/924,8
2005-11-17 00:00:00,2005,Novembris,17,https://www.saeima.lv/lv/transcripts/view/925,8
2005-11-18 00:00:00,2005,Novembris,18,https://www.saeima.lv/lv/transcripts/view/926,8
