date,sitting_number,html_link,pdf_link,month,legislation,year
Lunedì 18 Novembre 2013,138,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=726867,https://www.senato.it/service/PDF/PDFServer/BGT/726867.pdf,Novembre,17,2013
Giovedì 07 Novembre 2013,137,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=723248,https://www.senato.it/service/PDF/PDFServer/BGT/723248.pdf,Novembre,17,2013
Mercoledì 06 Novembre 2013,135,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=722859,https://www.senato.it/service/PDF/PDFServer/BGT/722859.pdf,Novembre,17,2013
Mercoledì 06 Novembre 2013,136,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=722869,https://www.senato.it/service/PDF/PDFServer/BGT/722869.pdf,Novembre,17,2013
Martedì 05 Novembre 2013,134,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=721931,https://www.senato.it/service/PDF/PDFServer/BGT/721931.pdf,Novembre,17,2013
Martedì 29 Ottobre 2013,133,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=721674,https://www.senato.it/service/PDF/PDFServer/BGT/721674.pdf,Ottobre,17,2013
Giovedì 24 Ottobre 2013,132,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=721356,https://www.senato.it/service/PDF/PDFServer/BGT/721356.pdf,Ottobre,17,2013
Mercoledì 23 Ottobre 2013,130,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=721073,https://www.senato.it/service/PDF/PDFServer/BGT/721073.pdf,Ottobre,17,2013
Mercoledì 23 Ottobre 2013,131,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=721231,https://www.senato.it/service/PDF/PDFServer/BGT/721231.pdf,Ottobre,17,2013
Martedì 22 Ottobre 2013,129,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=720949,https://www.senato.it/service/PDF/PDFServer/BGT/720949.pdf,Ottobre,17,2013
Giovedì 17 Ottobre 2013,127,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=720457,https://www.senato.it/service/PDF/PDFServer/BGT/720457.pdf,Ottobre,17,2013
Giovedì 17 Ottobre 2013,128,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=720468,https://www.senato.it/service/PDF/PDFServer/BGT/720468.pdf,Ottobre,17,2013
Mercoledì 16 Ottobre 2013,126,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=720384,https://www.senato.it/service/PDF/PDFServer/BGT/720384.pdf,Ottobre,17,2013
Martedì 15 Ottobre 2013,125,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=720284,https://www.senato.it/service/PDF/PDFServer/BGT/720284.pdf,Ottobre,17,2013
Venerdì 11 Ottobre 2013,124,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=720172,https://www.senato.it/service/PDF/PDFServer/BGT/720172.pdf,Ottobre,17,2013
Giovedì 10 Ottobre 2013,122,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719948,https://www.senato.it/service/PDF/PDFServer/BGT/719948.pdf,Ottobre,17,2013
Giovedì 10 Ottobre 2013,123,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719954,https://www.senato.it/service/PDF/PDFServer/BGT/719954.pdf,Ottobre,17,2013
Mercoledì 09 Ottobre 2013,120,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719825,https://www.senato.it/service/PDF/PDFServer/BGT/719825.pdf,Ottobre,17,2013
Mercoledì 09 Ottobre 2013,121,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719824,https://www.senato.it/service/PDF/PDFServer/BGT/719824.pdf,Ottobre,17,2013
Martedì 08 Ottobre 2013,119,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719694,https://www.senato.it/service/PDF/PDFServer/BGT/719694.pdf,Ottobre,17,2013
Giovedì 03 Ottobre 2013,117,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719495,https://www.senato.it/service/PDF/PDFServer/BGT/719495.pdf,Ottobre,17,2013
Giovedì 03 Ottobre 2013,118,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719504,https://www.senato.it/service/PDF/PDFServer/BGT/719504.pdf,Ottobre,17,2013
Mercoledì 02 Ottobre 2013,115,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719471,https://www.senato.it/service/PDF/PDFServer/BGT/719471.pdf,Ottobre,17,2013
Mercoledì 02 Ottobre 2013,116,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=719472,https://www.senato.it/service/PDF/PDFServer/BGT/719472.pdf,Ottobre,17,2013
Martedì 01 Ottobre 2013,114,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=717332,https://www.senato.it/service/PDF/PDFServer/BGT/717332.pdf,Ottobre,17,2013
Giovedì 26 Settembre 2013,112,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716937,https://www.senato.it/service/PDF/PDFServer/BGT/716937.pdf,Settembre,17,2013
Giovedì 26 Settembre 2013,113,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716979,https://www.senato.it/service/PDF/PDFServer/BGT/716979.pdf,Settembre,17,2013
Mercoledì 25 Settembre 2013,110,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716870,https://www.senato.it/service/PDF/PDFServer/BGT/716870.pdf,Settembre,17,2013
Mercoledì 25 Settembre 2013,111,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716889,https://www.senato.it/service/PDF/PDFServer/BGT/716889.pdf,Settembre,17,2013
Martedì 24 Settembre 2013,108,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716119,https://www.senato.it/service/PDF/PDFServer/BGT/716119.pdf,Settembre,17,2013
Martedì 24 Settembre 2013,109,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716783,https://www.senato.it/service/PDF/PDFServer/BGT/716783.pdf,Settembre,17,2013
Giovedì 19 Settembre 2013,106,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716050,https://www.senato.it/service/PDF/PDFServer/BGT/716050.pdf,Settembre,17,2013
Giovedì 19 Settembre 2013,107,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=716029,https://www.senato.it/service/PDF/PDFServer/BGT/716029.pdf,Settembre,17,2013
Mercoledì 18 Settembre 2013,104,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=715863,https://www.senato.it/service/PDF/PDFServer/BGT/715863.pdf,Settembre,17,2013
Mercoledì 18 Settembre 2013,105,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=715894,https://www.senato.it/service/PDF/PDFServer/BGT/715894.pdf,Settembre,17,2013
Martedì 17 Settembre 2013,103,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=715145,https://www.senato.it/service/PDF/PDFServer/BGT/715145.pdf,Settembre,17,2013
Giovedì 12 Settembre 2013,101,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714962,https://www.senato.it/service/PDF/PDFServer/BGT/714962.pdf,Settembre,17,2013
Giovedì 12 Settembre 2013,102,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714979,https://www.senato.it/service/PDF/PDFServer/BGT/714979.pdf,Settembre,17,2013
Mercoledì 11 Settembre 2013,99,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714890,https://www.senato.it/service/PDF/PDFServer/BGT/714890.pdf,Settembre,17,2013
Mercoledì 11 Settembre 2013,100,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714929,https://www.senato.it/service/PDF/PDFServer/BGT/714929.pdf,Settembre,17,2013
Martedì 10 Settembre 2013,98,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714458,https://www.senato.it/service/PDF/PDFServer/BGT/714458.pdf,Settembre,17,2013
Giovedì 05 Settembre 2013,96,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714316,https://www.senato.it/service/PDF/PDFServer/BGT/714316.pdf,Settembre,17,2013
Giovedì 05 Settembre 2013,97,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714335,https://www.senato.it/service/PDF/PDFServer/BGT/714335.pdf,Settembre,17,2013
Mercoledì 04 Settembre 2013,94,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714237,https://www.senato.it/service/PDF/PDFServer/BGT/714237.pdf,Settembre,17,2013
Mercoledì 04 Settembre 2013,95,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=714279,https://www.senato.it/service/PDF/PDFServer/BGT/714279.pdf,Settembre,17,2013
Giovedì 08 Agosto 2013,93,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=713801,https://www.senato.it/service/PDF/PDFServer/BGT/713801.pdf,Agosto,17,2013
Mercoledì 07 Agosto 2013,91,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=713724,https://www.senato.it/service/PDF/PDFServer/BGT/713724.pdf,Agosto,17,2013
Mercoledì 07 Agosto 2013,92,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=713776,https://www.senato.it/service/PDF/PDFServer/BGT/713776.pdf,Agosto,17,2013
Martedì 06 Agosto 2013,89,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=713362,https://www.senato.it/service/PDF/PDFServer/BGT/713362.pdf,Agosto,17,2013
Martedì 06 Agosto 2013,90,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=713492,https://www.senato.it/service/PDF/PDFServer/BGT/713492.pdf,Agosto,17,2013
Lunedì 05 Agosto 2013,88,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=712402,https://www.senato.it/service/PDF/PDFServer/BGT/712402.pdf,Agosto,17,2013
Giovedì 01 Agosto 2013,86,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=711167,https://www.senato.it/service/PDF/PDFServer/BGT/711167.pdf,Agosto,17,2013
Giovedì 01 Agosto 2013,87,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=711174,https://www.senato.it/service/PDF/PDFServer/BGT/711174.pdf,Agosto,17,2013
Mercoledì 31 Luglio 2013,84,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709824,https://www.senato.it/service/PDF/PDFServer/BGT/709824.pdf,Luglio,17,2013
Mercoledì 31 Luglio 2013,85,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709846,https://www.senato.it/service/PDF/PDFServer/BGT/709846.pdf,Luglio,17,2013
Martedì 30 Luglio 2013,82,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709607,https://www.senato.it/service/PDF/PDFServer/BGT/709607.pdf,Luglio,17,2013
Martedì 30 Luglio 2013,83,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709699,https://www.senato.it/service/PDF/PDFServer/BGT/709699.pdf,Luglio,17,2013
Lunedì 29 Luglio 2013,81,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709511,https://www.senato.it/service/PDF/PDFServer/BGT/709511.pdf,Luglio,17,2013
Venerdì 26 Luglio 2013,80,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709204,https://www.senato.it/service/PDF/PDFServer/BGT/709204.pdf,Luglio,17,2013
Giovedì 25 Luglio 2013,78,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709060,https://www.senato.it/service/PDF/PDFServer/BGT/709060.pdf,Luglio,17,2013
Giovedì 25 Luglio 2013,79,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709165,https://www.senato.it/service/PDF/PDFServer/BGT/709165.pdf,Luglio,17,2013
Mercoledì 24 Luglio 2013,76,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=708981,https://www.senato.it/service/PDF/PDFServer/BGT/708981.pdf,Luglio,17,2013
Mercoledì 24 Luglio 2013,77,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=709020,https://www.senato.it/service/PDF/PDFServer/BGT/709020.pdf,Luglio,17,2013
Martedì 23 Luglio 2013,74,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=707667,https://www.senato.it/service/PDF/PDFServer/BGT/707667.pdf,Luglio,17,2013
Martedì 23 Luglio 2013,75,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=707718,https://www.senato.it/service/PDF/PDFServer/BGT/707718.pdf,Luglio,17,2013
Venerdì 19 Luglio 2013,73,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=707342,https://www.senato.it/service/PDF/PDFServer/BGT/707342.pdf,Luglio,17,2013
Giovedì 18 Luglio 2013,71,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=707159,https://www.senato.it/service/PDF/PDFServer/BGT/707159.pdf,Luglio,17,2013
Giovedì 18 Luglio 2013,72,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=707297,https://www.senato.it/service/PDF/PDFServer/BGT/707297.pdf,Luglio,17,2013
Mercoledì 17 Luglio 2013,69,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=707012,https://www.senato.it/service/PDF/PDFServer/BGT/707012.pdf,Luglio,17,2013
Mercoledì 17 Luglio 2013,70,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=707014,https://www.senato.it/service/PDF/PDFServer/BGT/707014.pdf,Luglio,17,2013
Martedì 16 Luglio 2013,67,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=706784,https://www.senato.it/service/PDF/PDFServer/BGT/706784.pdf,Luglio,17,2013
Martedì 16 Luglio 2013,68,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=706812,https://www.senato.it/service/PDF/PDFServer/BGT/706812.pdf,Luglio,17,2013
Lunedì 15 Luglio 2013,66,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=706232,https://www.senato.it/service/PDF/PDFServer/BGT/706232.pdf,Luglio,17,2013
Giovedì 11 Luglio 2013,64,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=706021,https://www.senato.it/service/PDF/PDFServer/BGT/706021.pdf,Luglio,17,2013
Giovedì 11 Luglio 2013,65,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=706022,https://www.senato.it/service/PDF/PDFServer/BGT/706022.pdf,Luglio,17,2013
Mercoledì 10 Luglio 2013,63,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705915,https://www.senato.it/service/PDF/PDFServer/BGT/705915.pdf,Luglio,17,2013
Martedì 09 Luglio 2013,61,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705817,https://www.senato.it/service/PDF/PDFServer/BGT/705817.pdf,Luglio,17,2013
Martedì 09 Luglio 2013,62,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705867,https://www.senato.it/service/PDF/PDFServer/BGT/705867.pdf,Luglio,17,2013
Lunedì 08 Luglio 2013,60,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705785,https://www.senato.it/service/PDF/PDFServer/BGT/705785.pdf,Luglio,17,2013
Giovedì 04 Luglio 2013,58,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705499,https://www.senato.it/service/PDF/PDFServer/BGT/705499.pdf,Luglio,17,2013
Giovedì 04 Luglio 2013,59,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705481,https://www.senato.it/service/PDF/PDFServer/BGT/705481.pdf,Luglio,17,2013
Mercoledì 03 Luglio 2013,56,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705425,https://www.senato.it/service/PDF/PDFServer/BGT/705425.pdf,Luglio,17,2013
Mercoledì 03 Luglio 2013,57,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705433,https://www.senato.it/service/PDF/PDFServer/BGT/705433.pdf,Luglio,17,2013
Martedì 02 Luglio 2013,54,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705215,https://www.senato.it/service/PDF/PDFServer/BGT/705215.pdf,Luglio,17,2013
Martedì 02 Luglio 2013,55,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=705273,https://www.senato.it/service/PDF/PDFServer/BGT/705273.pdf,Luglio,17,2013
Giovedì 27 Giugno 2013,52,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=704613,https://www.senato.it/service/PDF/PDFServer/BGT/704613.pdf,Giugno,17,2013
Giovedì 27 Giugno 2013,53,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=704633,https://www.senato.it/service/PDF/PDFServer/BGT/704633.pdf,Giugno,17,2013
Mercoledì 26 Giugno 2013,51,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=704210,https://www.senato.it/service/PDF/PDFServer/BGT/704210.pdf,Giugno,17,2013
Martedì 25 Giugno 2013,49,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703942,https://www.senato.it/service/PDF/PDFServer/BGT/703942.pdf,Giugno,17,2013
Martedì 25 Giugno 2013,50,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703978,https://www.senato.it/service/PDF/PDFServer/BGT/703978.pdf,Giugno,17,2013
Lunedì 24 Giugno 2013,48,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703899,https://www.senato.it/service/PDF/PDFServer/BGT/703899.pdf,Giugno,17,2013
Giovedì 20 Giugno 2013,46,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703838,https://www.senato.it/service/PDF/PDFServer/BGT/703838.pdf,Giugno,17,2013
Giovedì 20 Giugno 2013,47,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703845,https://www.senato.it/service/PDF/PDFServer/BGT/703845.pdf,Giugno,17,2013
Mercoledì 19 Giugno 2013,44,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703572,https://www.senato.it/service/PDF/PDFServer/BGT/703572.pdf,Giugno,17,2013
Mercoledì 19 Giugno 2013,45,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703782,https://www.senato.it/service/PDF/PDFServer/BGT/703782.pdf,Giugno,17,2013
Martedì 18 Giugno 2013,43,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703522,https://www.senato.it/service/PDF/PDFServer/BGT/703522.pdf,Giugno,17,2013
Giovedì 13 Giugno 2013,41,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703387,https://www.senato.it/service/PDF/PDFServer/BGT/703387.pdf,Giugno,17,2013
Giovedì 13 Giugno 2013,42,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703403,https://www.senato.it/service/PDF/PDFServer/BGT/703403.pdf,Giugno,17,2013
Mercoledì 12 Giugno 2013,39,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703338,https://www.senato.it/service/PDF/PDFServer/BGT/703338.pdf,Giugno,17,2013
Mercoledì 12 Giugno 2013,40,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703374,https://www.senato.it/service/PDF/PDFServer/BGT/703374.pdf,Giugno,17,2013
Martedì 11 Giugno 2013,38,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703275,https://www.senato.it/service/PDF/PDFServer/BGT/703275.pdf,Giugno,17,2013
Giovedì 06 Giugno 2013,36,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703041,https://www.senato.it/service/PDF/PDFServer/BGT/703041.pdf,Giugno,17,2013
Giovedì 06 Giugno 2013,37,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=703054,https://www.senato.it/service/PDF/PDFServer/BGT/703054.pdf,Giugno,17,2013
Mercoledì 05 Giugno 2013,34,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=702815,https://www.senato.it/service/PDF/PDFServer/BGT/702815.pdf,Giugno,17,2013
Mercoledì 05 Giugno 2013,35,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=702904,https://www.senato.it/service/PDF/PDFServer/BGT/702904.pdf,Giugno,17,2013
Martedì 04 Giugno 2013,33,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=702768,https://www.senato.it/service/PDF/PDFServer/BGT/702768.pdf,Giugno,17,2013
Lunedì 03 Giugno 2013,32,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=702650,https://www.senato.it/service/PDF/PDFServer/BGT/702650.pdf,Giugno,17,2013
