video_id,mp3_link
12_482_14022017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 482 14-02-2017 1800hrs.mp3
12_483_15022017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 483 15-02-2017 1800hrs.mp3
12_484_16022017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 484 16-02-2017 0900hrs.mp3
12_485_20022017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 485 20-02-2017 1800hrs.mp3
12_486_21022017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 486 21-02-2017 1800hrs.mp3
12_487_22022017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 487 22-02-2017 1800hrs.mp3
12_488_28022017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 488 28-02-2017 1800hrs.mp3
12_489_01032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 489 01-03-2017 1800hrs.mp3
12_490_06032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 490 06-03-2017 1800hrs.mp3
12_491_07032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 491 07-03-2017 1800hrs.mp3
12_492_08032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 492 08-03-2017 1800hrs.mp3
12_493_13032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 493 13-03-2017 1800hrs.mp3
12_494_14032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 494 14-03-2017 1800hrs.mp3
12_495_15032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 495 15-03-2017 1800hrs.mp3
12_496_20032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 496 20-03-2017 1800hrs.mp3
12_497_21032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 497 21-03-2017 1800hrs.mp3
12_498_22032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 498 22-03-2017 1800hrs.mp3
12_499_27032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 499 27-03-2017 1800hrs.mp3
12_500_28032017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 500 28-03-2017 1600hrs.mp3
12_501_03042017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 501 03-04-2017 1800hrs.mp3
12_502_04042017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 502 04-04-2017 1800hrs.mp3
12_503_05042017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 503 05-04-2017 1800hrs.mp3
12_504_10042017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 504 10-04-2017 1600hrs.mp3
12_505_11042017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 505 11-04-2017 0900hrs.mp3
12_506_11042017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 506 11-04-2017 1800hrs.mp3
12_507_12042017,https://parlament.mt/Audio/12thleg/Plenary/Plenary 507 12-04-2017 1800hrs.mp3
13_001_24062017,https://parlament.mt/Audio/13thLeg/Plenary+Session/Plenary 001 24-06-2017 1045hrs.mp3
13_002_26062017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 002 26-06-2017 1800hrs.mp3
13_003_27062017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 003 27-06-2017 0900hrs.mp3
13_004_27062017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 004 27-06-2017 1400hrs.mp3
13_005_28062017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 005 28-06-2017 0900hrs.mp3
13_006_28062017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 006 28-06-2017 1400hrs.mp3
13_007_30062017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 007 30-06-2017 0900hrs.mp3
13_008_03072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 008 03-07-2017 0900hrs.mp3
13_009_03072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 009 03-07-2017 1300hrs.mp3
13_010_03072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 010 03-07-2017 1800hrs.mp3
13_011_04072017,https://parlament.mt/Audio/13thLeg/Plenary Sessions/Plenary 011 04-07-2017 0900hrs.mp3
13_012_04072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 012 04-07-2017 1800hrs.mp3
13_013_05072017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 013 05-04-2017 0900hrs.mp3
13_014_05072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 014 05-07-2017 1800hrs.mp3
13_015_10072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 015 10-07-2017 1800hrs.mp3
13_016_11072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 016 11-07-2017 1800hrs.mp3
13_017_12072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 017 12-07-2017 1800hrs.mp3
13_018_17072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 018 17-07-2017 1800hrs.mp3
13_019_18072017,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 019 18-07-2017 1800hrs.mp3
13_020_19072017,https://parlament.mt/Audio/13thleg/Plenary/Plenary 020 19-07-2017 1800hrs.mp3
13_021_02102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 021 02-10-2017 1800hrs.mp3
13_022_03102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 022 03-10-2017 1800hrs.mp3
13_023_04102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 023 04-10-2017 1800hrs.mp3
13_024_09102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 024 09-10-2017 1800hrs.mp3
13_025_10102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 025 10-10-2017 1800hrs.mp3
13_026_11102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 026 11-10-2017 1800hrs.mp3
13_027_16102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 027 16-10-2017 1800hrs.mp3
13_028_17102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 028 17-10-2017 1800hrs.mp3
13_029_18102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 029 18-10-2017 1800hrs.mp3
13_030_19102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 030 19-10-2017 0900hrs.mp3
13_031_19102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 031 19-10-2017 1400hrs.mp3
13_032_19102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 032 19-10-2017 1800hrs.mp3
13_033_20102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 033 20-10-2017 0900hrs.mp3
13_034_20102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 034 20-10-2017 1403hrs.mp3
13_035_20102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 035 20-10-2017 1800hrs.mp3
13_036_21102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 036 21-10-2017 0900hrs.mp3
13_037_21102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 037 21-10-2017 1400hrs.mp3
13_038_23102017,https://parlament.mthttps://parlament2.gov.mt/Audio/13thLeg/Plenary Session/Plenary 038 23-10-2017 0900hrs.mp3
13_039_23102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 039 023-10-2017 1801hrs.mp3
13_040_24102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 040 24-10-2017 0900hrs.mp3
13_041_24102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 041 24-10-2017 1400hrs.mp3
13_042_24102017,https://parlament.mt/Audio/13thLeg/Plenary%20Session/Plenary%20042%2024-10-2017%201800hrs.mp3
13_043_25102017,https://parlament.mt/Audio/13thLeg/Plenary%20Session/Plenary%20043%2025-10-2017%200900hrs.mp3
13_044_25102017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 044 25-10-2017 1800hrs.mp3
13_045_30102017,https://parlament.mt/Audio/13thLeg/Plenary%20Session/Plenary%20045%2030-10-2017%201800hrs.mp3
13_046_31102017,https://parlament.mt/Audio/13thLeg/Plenary%20Session/Plenary%20046%2031-10-2017%201800hrs.mp3
13_047_01112017,https://parlament.mt/Audio/13thLeg/Plenary%20Session/Plenary%20047%2001-11-2017%201800hrs.mp3
13_048_06112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 048 06-11-2017 1800hrs.mp3
13_049_07112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 049 07-11-2017 1800hrs.mp3
13_050_08112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 050 08-11-2017 1800hrs.mp3
13_051_13112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 051 13-11-2017 1800hrs.mp3
13_052_14112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 052 14-11-2017 1800hrs.mp3
13_053_15112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 053 15-11-2017 1800hrs.mp3
13_054_20112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 054 20-11-2017 1800hrs.mp3
13_055_21112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 055 21-11-2017 1800hrs.mp3
13_056_22112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 056 22-11-2017 1800hrs.mp3
13_057_27112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 057 27-11-2017 1800hrs.mp3
13_058_28112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 058 28-11-2017 1800hrs.mp3
13_059_29112017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 059 29-11-2017 1800hrs.mp3
13_060_04122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 060 04-12-2017 1800hrs.mp3
13_061_05122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 061 05-12-2017 1600hrs.mp3
13_062_06122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 062 06-12-2017 1800hrs.mp3
13_063_11122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 063 11-12-2017 1800hrs.mp3
13_064_12122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 064 12-12-2017 1800hrs.mp3
13_065_18122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 065 18-12-2017 0900hrs.mp3
13_066_18122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 066 18-12-2017 1600hrs.mp3
13_067_19122017,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 067 19-12-2017 1800hrs.mp3
13_068_15012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 068 15-01-2018 1800hrs.mp3
13_069_16012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 069 16-01-2018 1800hrs.mp3
13_070_17012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 070 17-01-2018 1600hrs.mp3
13_071_22012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 071 22-01-2018 1800hrs.mp3
13_072_23012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 072 23-01-2018 1800hrs.mp3
13_073_24012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 073 24-01-2018 1600hrs.mp3
13_074_25012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 074 25-01-2018 1800hrs.mp3
13_075_29012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 075 29-01-2018 1800hrs.mp3
13_076_30012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 076 30-01-2018 1800hrs.mp3
13_077_31012018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 077 31-01-2018 1600hrs.mp3
13_078_05022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 078 05-02-2018 1800hrs.mp3
13_079_06022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 079 06-02-2018 1800hrs.mp3
13_080_07022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 080 07-02-2018 1600hrs.mp3
13_081_08022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 081 08-02-2018 1600hrs.mp3
13_082_14022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 082 14-02-2018 1600hrs.mp3
13_083_19022018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 083 19-02-2018 1800hrs.mp3
13_084_20022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 084 20-02-2018 1800hrs.mp3
13_085_21022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 085 21-02-2018 1600hrs.mp3
13_086_26022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 086 26-02-2018 1800hrs.mp3
13_087_27022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 087 27-02-2018 1800hrs.mp3
13_088_28022018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 088 28-02-2018 1600hrs.mp3
13_089_05032018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 089 05-03-2018 1800hrs.mp3
13_090_06032018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 090 06-03-2018 1800hrs.mp3
13_091_07032018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 091 07-03-2018 1600hrs.mp3
13_092_12032018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 092 12-03-2018 1800hrs.mp3
13_093_13032018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 093 13-03-2018 1800hrs.mp3
13_094_14032018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 094 14-03-2018 1600hrs.mp3
13_095_20032018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 095 20-03-2018 1800hrs.mp3
13_096_21032018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 096 21-03-2018 1600hrs.mp3
13_097_09042018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 097 09-04-2018 1800hrs.mp3
13_098_10042018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 098 10-04-2018 1800hrs.mp3
13_099_11042018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 099 11-04-2018 1600hrs.mp3
13_100_16042018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 100 16-04-2018 1800hrs.mp3
13_101_17042018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 101 17-04-2018 1800hrs.mp3
13_102_18042018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 102 18-04-2018 1600hrs.mp3
13_103_23042018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 103 23-04-2018 1800hrs.mp3
13_104_24042018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 104 24-04-2018 1800hrs.mp3
13_105_25042018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 105 25-04-2018 1600hrs.mp3
13_106_30042018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 106 30-04-2018 1800hrs.mp3
13_107_02052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 107 02-05-2018 1600hrs.mp3
13_108_07052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 108 07-05-2018 1600hrs.mp3
13_109_08052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 109 08-05-2018 1800hrs.mp3
13_110_09052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 110 09-05-2018 1600hrs.mp3
13_111_14052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 111 14-05-2018 1800hrs.mp3
13_112_15052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 112 15-05-2018 1800hrs.mp3
13_113_16052018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 113 16-05-2018 1600hrs.mp3
13_114_21052018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 114 21-05-2018 1800hrs.mp3
13_115_22052018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 115 22-05-2018 1800hrs.mp3
13_116_23052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 116 23-05-2018 1600hrs.mp3
13_117_24052018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 117 24-05-2018 1800hrs.mp3
13_118_28052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 118 28-05-2018 0930hrs.mp3
13_119_28052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 119 28-05-2018 1800hrs.mp3
13_120_29052018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 120 29-05-2018 1800hrs.mp3
13_121_30052018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 121 30-05-2018 1600hrs.mp3
13_122_31052018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 122 31-05-2018 0900hrs.mp3
13_123_04062018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 123 04-06-2018 0930hrs.mp3
13_124_04062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 124 04-06-2018 1800hrs.mp3
13_125_05062018,https://parlament.mt/Audio/13thleg/Plenary%20Session/Plenary%20125%2005-06-2018%200930hrs.mp3
13_126_05062018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 126 05-06-2018 1800hrs.mp3
13_127_06062018,https://parlament.mt/audio/13thLeg/Plenary Session/Plenary 127 06-06-2018 1200hrs.mp3
13_128_11062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 128 11-06-2018 0930hrs.mp3
13_129_11062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 129 11-06-2018 1800hrs.mp3
13_130_12062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 130 12-06-2018 1800hrs.mp3
13_131_13062018,https://parlament.mt/Audio/13thleg/Plenary%20Session/Plenary%20131%2013-06-2018%201600hrs.mp3
13_132_18062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 132 18-06-2018 1800hrs.mp3
13_133_19062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 133 19-06-2018 1800hrs.mp3
13_134_20062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 134 20-06-2018 1600hrs.mp3
13_135_25062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 135 25-06-2018 1800hrs.mp3
13_136_26062018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 136 26-06-2018 1800hrs.mp3
13_137_04072018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 137 04-07-2018 1600hrs.mp3
13_138_01102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 138 01-10-2018 1800hrs.mp3
13_139_02102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 139 02-10-2018 1600hrs.mp3
13_140_03102018,https://parlament.mt/Audio/13thleg/Plenary%20Session/Plenary%20140%2003-10-2018%201600hrs.mp3
13_141_08102018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 141 08-10-2018 1800hrs.mp3
13_142_09102018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 142 09-10-2018 1600hrs.mp3
13_143_10102018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 143 10-10-2018 1600hrs.mp3
13_144_15102018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 144 15-10-2018 1800hrs.mp3
13_145_17102018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 145 17-10-2018 1600hrs.mp3
13_146_22102018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 146 22-10-2018 1800hrs.mp3
13_147_23102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 147 23-10-2018 1600hrs.mp3
13_148_24102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 148 24-10-2018 1600hrs.mp3
13_149_29102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 149 29-10-2018 1800hrs.mp3
13_150_30102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 150 30-10-2018 1800hrs.mp3
13_151_31102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 151 31-10-2018 0900hrs.mp3
13_152_31102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 152 31-10-2018 1400hrs.mp3
13_153_31102018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 153 31-10-2018 1800hrs.mp3
13_154_01112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 154 01-11-2018 0900hrs.mp3
13_155_01112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 155 01-11-2018 1800hrs.mp3
13_156_02112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 156 02-11-2018 0900hrs.mp3
13_157_02112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 157 02-11-2018 1400hrs.mp3
13_158_02112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 158 02-11-2018 1800hrs.mp3
13_159_05112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 159 05-11-2018 0900hrs.mp3
13_160_05112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 160 05-11-2018 1400hrs.mp3
13_161_05112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 161 05-11-2018 1800hrs.mp3
13_162_06112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 162 06-11-2018 0900hrs.mp3
13_163_06112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 163 06-11-2018 1600hrs.mp3
13_164_07112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 164 07-11-2018 0900hrs.mp3
13_165_07112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 165 07-11-2018 1600hrs.mp3
13_166_12112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 166 12-11-2018 1800hrs.mp3
13_167_13112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 167 13-11-2018 1600hrs.mp3
13_168_14112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 168 14-11-2018 1600hrs.mp3
13_169_19112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 169 19-11-2018 1800hrs.mp3
13_170_20112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 170 20-11-2018 1600hrs.mp3
13_171_21112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 171 21-11-2018 1600hrs.mp3
13_172_26112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 172 26-11-2018 1800hrs.mp3
13_173_27112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 173 27-11-2018 1600hrs.mp3
13_174_28112018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 174 28-11-2018 1600hrs.mp3
13_175_03122018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 175 03-12-2018 1800hrs.mp3
13_176_04122018,https://parlament.mt/Audio/13thleg/Plenary%20Session/Plenary%20176%2004-12-2018%201600hrs.mp3
13_177_05122018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 177 05-12-2018 1600hrs.mp3
13_178_06122018,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 178 06-12-2018 1600hrs.mp3
13_179_10122018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 179 10-12-2018 1800hrs.mp3
13_180_11122018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 180 11-12-2018 1600hrs.mp3
13_181_12122018,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 181 12-12-2018 1600hrs.mp3
13_182_14012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 182 14-01-2019 1800hrs.mp3
13_183_15012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 183 15-01-2019 1600hrs.mp3
13_184_16012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 184 16-01-2019 1600hrs.mp3
13_185_21012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 185 21-01-2019 1600hrs.mp3
13_186_22012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 186 22-01-2019 1600hrs.mp3
13_187_23012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 187 23-01-2019 1600hrs.mp3
13_188_28012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 188 28-01-2019 1600hrs.mp3
13_189_29012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 189 29-01-2019 1600hrs.mp3
13_190_30012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 190 30-01-2019 1600hrs.mp3
13_191_31012019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 191 31-01-2019 1600hrs.mp3
13_192_04022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 192 04-02-2019 1600hrs.mp3
13_193_05022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 193 05-02-2019 1600hrs.mp3
13_194_06022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 194 06-02-2019 1600hrs.mp3
13_195_11022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 195 11-02-2019 1600hrs.mp3
13_196_12022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 196 12-02-2019 1600hrs.mp3
13_197_13022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 197 13-02-2019 1600hrs.mp3
13_198_18022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 198 18-02-2019 1600hrs.mp3
13_199_19022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 199 19-02-2019 1600hrs.mp3
13_200_20022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 200 20-02-2019 1600hrs.mp3
13_201_25022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 201 25-02-2019 1600hrs.mp3
13_202_26022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 202 26-02-2019 1600hrs.mp3
13_203_27022019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 203 27-02-2019 1600hrs.mp3
13_204_06032019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 204 06-03-2019 1600hrs.mp3
13_205_11032019,https://parlament.mthttps://www.parlament.mt/Audio/13thLeg/Plenary Session/Plenary 205 11-03-2019 1600hrs.mp3
13_206_12032019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 206 12-03-2019 1600hrs.mp3
13_207_13032019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 207 13-03-2019 1600hrs.mp3
13_208_18032019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 208 18-03-2019 1600hrs.mp3
13_209_20032019,https://parlament.mt/Audio/13thleg/Plenary%20Session/Plenary%20209%2020-03-2019%201600hrs.mp3
13_210_25032019,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 210 25-03-2019 1600hrs.mp3
13_211_26032019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 211 26-03-2019 1600hrs.mp3
13_212_27032019,https://parlament.mt/Audio/13thleg/Plenary%20Session/Plenary%20212%2027-03-2019%201600hrs.mp3
13_213_01042019,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 213 01-04-2019 1600hrs.mp3
13_214_02042019,https://parlament.mt/Audio/13thleg/Plenary Session/Plenary 214 02-04-2019 1600hrs.mp3
13_215_03042019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 215 03-04-2019 1600hrs.mp3
13_217_08042019,https://parlament.mt/Audio/13thLeg/Plenary Session/Plenary 217 08-04-2019 1600hrs.mp3
